"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1985/09/26/business/existing-home-sales-up-9.2.html","null","1985-09-26","","213","null","The New York Times","Business Day","News","article","Existing Home Sales Up 9.2%","Existing Home Sales Up 9.2%"
"https://www.nytimes.com/1985/03/06/business/upjohn-plans-unit-in-japan-the-upjohn-company-said.html","null","1985-03-06","","62","null","The New York Times","Business Day","News","article","Upjohn Plans Unit in Japan The Upjohn Company said","Upjohn Plans Unit in Japan The Upjohn Company said"
"https://www.nytimes.com/1985/02/01/world/star-wars-plan-at-issue-in-canada.html","Christopher Wren","1985-02-01","","851","null","The New York Times","World","News","article","'STAR WARS' PLAN AT ISSUE IN CANADA","'STAR WARS' PLAN AT ISSUE IN CANADA"
"https://www.nytimes.com/1985/05/09/world/officials-of-plo-meet-beirut-aides.html","Ihsan Hijazi","1985-05-09","","651","null","The New York Times","World","News","article","OFFICIALS OF P.L.O. MEET BEIRUT AIDES","OFFICIALS OF P.L.O. MEET BEIRUT AIDES"
"https://www.nytimes.com/1985/01/30/business/economic-scene-effects-of-drop-in-oil-prices.html","Leonard Silk","1985-01-30","","922","null","The New York Times","Business Day","News","article","  EFFECTS OF DROP IN OIL PRICES","ECONOMIC SCENE;   EFFECTS OF DROP IN OIL PRICES"
"https://www.nytimes.com/1985/07/22/business/the-northeast-housing-boom.html","Kirk Johnson","1985-07-22","","1377","null","The New York Times","Business Day","News","article","THE NORTHEAST HOUSING BOOM","THE NORTHEAST HOUSING BOOM"
"https://www.nytimes.com/1985/10/04/business/market-place-new-optimism-on-oil-issues.html","John Crudele","1985-10-04","","886","null","The New York Times","Business Day","News","article","Market Place;   New Optimism On Oil Issues","Market Place;   New Optimism On Oil Issues"
"https://www.nytimes.com/1985/03/04/world/for-cramped-japan-55-million-bicycles-is-a-glut.html","Clyde Haberman","1985-03-04","","1097","null","The New York Times","World","News","article","FOR CRAMPED JAPAN, 55 MILLION BICYCLES IS A GLUT","FOR CRAMPED JAPAN, 55 MILLION BICYCLES IS A GLUT"
"https://www.nytimes.com/1985/01/03/business/advertising-mca-adds-liquor-billings.html","Philip Dougherty","1985-01-03","","190","null","The New York Times","Business Day","News","article","  MCA Adds Liquor Billings","ADVERTISING;   MCA Adds Liquor Billings"
"https://www.nytimes.com/1985/10/24/business/south-africa-meets-with-its-creditors.html","Steve Lohr","1985-10-24","","772","null","The New York Times","Business Day","News","article","SOUTH AFRICA MEETS WITH ITS CREDITORS","SOUTH AFRICA MEETS WITH ITS CREDITORS"
"https://www.nytimes.com/1985/12/09/business/executive-changes-211740.html","null","1985-12-09","","375","null","The New York Times","Business Day","News","article","EXECUTIVE CHANGES","EXECUTIVE CHANGES"
"https://www.nytimes.com/1985/09/10/world/bush-says-gorbachev-tries-to-split-west.html","null","1985-09-10","","384","null","The New York Times","World","News","article","BUSH SAYS GORBACHEV TRIES TO SPLIT WEST","BUSH SAYS GORBACHEV TRIES TO SPLIT WEST"
"https://www.nytimes.com/1985/08/15/business/commodore-sees-loss-for-4th-period.html","null","1985-08-15","","284","null","The New York Times","Business Day","News","article","Commodore Sees Loss for 4th Period","Commodore Sees Loss for 4th Period"
"https://www.nytimes.com/1985/08/20/world/pope-in-morocco-asks-toleration.html","E. Dionne","1985-08-20","","952","null","The New York Times","World","News","article","POPE, IN MOROCCO, ASKS TOLERATION","POPE, IN MOROCCO, ASKS TOLERATION"
"https://www.nytimes.com/1985/06/03/world/around-the-world-kanak-parties-to-run-in-new-caledonia-race.html","null","1985-06-03","","111","null","The New York Times","World","News","article","  Kanak Parties to Run In New Caledonia Race","AROUND THE WORLD;   Kanak Parties to Run In New Caledonia Race"
"https://www.nytimes.com/1985/04/18/world/lebanese-cabinet-resigns-as-shiites-take-west-beirut.html","Ihsan Hijazi","1985-04-18","","1208","null","The New York Times","World","News","article","LEBANESE CABINET RESIGNS AS SHIITES TAKE WEST BEIRUT","LEBANESE CABINET RESIGNS AS SHIITES TAKE WEST BEIRUT"
"https://www.nytimes.com/1985/06/16/world/thais-planning-to-meet-tomorrow-on-cambodians.html","Barbara Crossette","1985-06-16","","594","null","The New York Times","World","News","article","THAIS PLANNING TO MEET TOMORROW ON CAMBODIANS","THAIS PLANNING TO MEET TOMORROW ON CAMBODIANS"
"https://www.nytimes.com/1985/02/11/business/china-alters-course-with-sale-of-stock.html","John Burns","1985-02-11","","1135","null","The New York Times","Business Day","News","article","CHINA ALTERS COURSE WITH SALE OF STOCK","CHINA ALTERS COURSE WITH SALE OF STOCK"
"https://www.nytimes.com/1985/01/18/world/west-beirut-where-even-chaos-gets-worse.html","John Kifner","1985-01-18","","1811","null","The New York Times","World","News","article","WEST BEIRUT, WHERE EVEN CHAOS GETS WORSE","WEST BEIRUT, WHERE EVEN CHAOS GETS WORSE"
"https://www.nytimes.com/1985/02/26/world/around-the-world-bush-reproaches-ethiopians-and-russians.html","null","1985-02-26","","191","null","The New York Times","World","News","article","  Bush Reproaches Ethiopians and Russians","AROUND THE WORLD;   Bush Reproaches Ethiopians and Russians"
"https://www.nytimes.com/1985/10/12/world/a-set-back-to-terrorism-and-more-reagan-s-programs-stand-to-benefit.html","null","1985-10-12","","1162","null","The New York Times","World","An Analysis","article","A SET BACK TO TERRORISM AND MORE: REAGAN'S PROGRAMS STAND TO BENEFIT","A SET BACK TO TERRORISM AND MORE: REAGAN'S PROGRAMS STAND TO BENEFIT"
"https://www.nytimes.com/1985/12/14/world/mandela-book-is-banned.html","null","1985-12-14","","271","null","The New York Times","World","News","article","MANDELA BOOK IS BANNED","MANDELA BOOK IS BANNED"
"https://www.nytimes.com/1985/06/28/world/portuguese-president-plans-to-dissolve-the-parliament.html","null","1985-06-28","","124","null","The New York Times","World","News","article","Portuguese President Plans To Dissolve the Parliament","Portuguese President Plans To Dissolve the Parliament"
