"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1989/04/14/world/tunis-journal-a-song-of-democracy-in-a-distinctly-islamic-key.html","null","1989-04-14","","1106","null","The New York Times","World","News","article","Tunis Journal; A Song of Democracy in a Distinctly Islamic Key","Tunis Journal; A Song of Democracy in a Distinctly Islamic Key"
"https://www.nytimes.com/1989/01/18/business/defaults-up-on-debts-owed-us.html","Peter Kilborn","1989-01-18","","1098","null","The New York Times","Business Day","News","article","Defaults Up On Debts Owed U.S.","Defaults Up On Debts Owed U.S."
"https://www.nytimes.com/1989/10/06/business/bache-draws-a-censure-from-sec.html","Kurt Eichenwald","1989-10-06","","576","null","The New York Times","Business Day","News","article","Bache Draws A Censure From S.E.C.","Bache Draws A Censure From S.E.C."
"https://www.nytimes.com/1989/07/25/business/company-news-1992-whets-bsn-s-big-appetite.html","Steven Greenhouse","1989-07-25","","1654","null","The New York Times","Business Day","News","article","1992 Whets BSN's Big Appetite","COMPANY NEWS; 1992 Whets BSN's Big Appetite"
"https://www.nytimes.com/1989/06/15/business/company-news-baldor-boehm-is-closing-a-plant.html","null","1989-06-15","","174","null","The New York Times","Business Day","News","article","Baldor Boehm Is Closing a Plant","COMPANY NEWS; Baldor Boehm Is Closing a Plant"
"https://www.nytimes.com/1989/11/13/world/clamor-east-border-crossings-true-reunification-clunkers-autobahn-sunday.html","Alan Riding","1989-11-13","","1246","null","The New York Times","World","News","article","The 'True Reunification': Clunkers on the Autobahn and Sunday Shopping","CLAMOR IN THE EAST: AT THE BORDER CROSSINGS; The 'True Reunification': Clunkers on the Autobahn and Sunday Shopping"
"https://www.nytimes.com/1989/06/04/world/central-american-nations-urged-to-take-lead-on-refugees.html","Paul Lewis","1989-06-04","","459","null","The New York Times","World","News","article","Central American Nations Urged to Take Lead on Refugees","Central American Nations Urged to Take Lead on Refugees"
"https://www.nytimes.com/1989/09/26/world/opposition-parties-in-india-stage-a-huge-rally-in-quest-for-unity.html","Barbara Crossette","1989-09-26","","598","null","The New York Times","World","News","article","Opposition Parties in India Stage A Huge Rally in Quest for Unity","Opposition Parties in India Stage A Huge Rally in Quest for Unity"
"https://www.nytimes.com/1989/10/26/world/gorbachev-in-finland-disavows-any-right-of-regional-intervention.html","Bill Keller","1989-10-26","","1296","null","The New York Times","World","News","article","Gorbachev, in Finland, Disavows Any Right of Regional Intervention","Gorbachev, in Finland, Disavows Any Right of Regional Intervention"
"https://www.nytimes.com/1989/12/31/world/after-noriega-nicaraguan-furor-accounts-by-us-differ-on-search-of-residence.html","Larry Rohter","1989-12-31","","1259","null","The New York Times","World","News","article","After Noriega: Nicaraguan Furor; Accounts by U.S. Differ On Search of Residence","After Noriega: Nicaraguan Furor; Accounts by U.S. Differ On Search of Residence"
"https://www.nytimes.com/1989/11/03/world/pact-in-nicaragua-us-resists-too.html","Robert Pear","1989-11-03","","984","null","The New York Times","World","An Analysis; News Analysis","article","Pact in Nicaragua: U.S. Resists Too","Pact in Nicaragua: U.S. Resists Too"
"https://www.nytimes.com/1989/08/20/world/an-indian-city-begins-to-suffer-from-success.html","Barbara Crossette","1989-08-20","","551","null","The New York Times","World","News","article","An Indian City Begins to Suffer From Success","An Indian City Begins to Suffer From Success"
"https://www.nytimes.com/1989/01/22/business/l-flying-fees-207889.html","null","1989-01-22","","267","null","The New York Times","Business Day","Letter","article","Flying Fees","Flying Fees"
"https://www.nytimes.com/1989/12/20/business/futures-options-january-crude-oil-contract-expires-in-volatile-trading.html","H. Maidenberg","1989-12-20","","480","null","The New York Times","Business Day","News","article","January Crude Oil Contract Expires in Volatile Trading","FUTURES/OPTIONS; January Crude Oil Contract Expires in Volatile Trading"
"https://www.nytimes.com/1989/03/28/business/avondale-navy-contract.html","null","1989-03-28","","131","null","The New York Times","Business Day","News","article","Avondale Navy Contract","Avondale Navy Contract"
"https://www.nytimes.com/1989/06/27/business/the-media-business-advertising-hertz-account-under-review.html","Randall Rothenberg","1989-06-27","","228","null","The New York Times","Business Day","News","article","Hertz Account Under Review","THE MEDIA BUSINESS: ADVERTISING; Hertz Account Under Review"
"https://www.nytimes.com/1989/09/14/business/pilots-offer-for-ual-is-said-to-be-ready.html","Agis Salpukas","1989-09-14","","653","null","The New York Times","Business Day","News","article","Pilots' Offer for UAL Is Said to Be Ready","Pilots' Offer for UAL Is Said to Be Ready"
"https://www.nytimes.com/1989/03/21/business/suit-says-boetsky-had-cash-in-86.html","Stephen Labaton","1989-03-21","","805","null","The New York Times","Business Day","News","article","Suit Says Boetsky Had Cash in '86","Suit Says Boetsky Had Cash in '86"
"https://www.nytimes.com/1989/05/09/business/futures-options-crude-oil-falls-below-20-unleaded-gas-also-plunges.html","H. Maidenberg","1989-05-09","","480","null","The New York Times","Business Day","News","article","Crude Oil Falls Below $20; Unleaded Gas Also Plunges","FUTURES/OPTIONS; Crude Oil Falls Below $20; Unleaded Gas Also Plunges"
"https://www.nytimes.com/1989/09/11/business/market-place-cleanup-of-tanks-promises-profits.html","Phillip Wiggins","1989-09-11","","829","null","The New York Times","Business Day","News","article","Market Place; Cleanup of Tanks Promises Profits","Market Place; Cleanup of Tanks Promises Profits"
"https://www.nytimes.com/1989/02/14/business/company-news-bass-group-buys-5.7-xicor-stake.html","null","1989-02-14","","170","null","The New York Times","Business Day","News","article","Bass Group Buys 5.7% Xicor Stake","COMPANY NEWS; Bass Group Buys 5.7% Xicor Stake"
"https://www.nytimes.com/1989/05/24/world/hong-kong-stocks-rebound.html","null","1989-05-24","","161","null","The New York Times","World","News","article","Hong Kong Stocks Rebound","Hong Kong Stocks Rebound"
"https://www.nytimes.com/1989/05/25/world/poland-acknowledges-soviet-nazi-pact-on-its-fate.html","John Tagliabue","1989-05-25","","867","null","The New York Times","World","News","article","Poland Acknowledges Soviet-Nazi Pact on Its Fate","Poland Acknowledges Soviet-Nazi Pact on Its Fate"
"https://www.nytimes.com/1989/01/18/world/arab-countries-try-to-help-lebanese-solve-political-crisis.html","null","1989-01-18","","296","null","The New York Times","World","News","article","Arab Countries Try To Help Lebanese Solve Political Crisis","Arab Countries Try To Help Lebanese Solve Political Crisis"
"https://www.nytimes.com/1989/08/21/business/eastern-pilots-are-rebuffed-on-a-nationwide-walkout.html","Keith Bradsher","1989-08-21","","586","null","The New York Times","Business Day","News","article","EASTERN PILOTS ARE REBUFFED ON A NATIONWIDE WALKOUT","EASTERN PILOTS ARE REBUFFED ON A NATIONWIDE WALKOUT"
"https://www.nytimes.com/1989/07/18/world/as-tensions-increase-burmese-fear-another-military-crackdown.html","Steven Erlanger","1989-07-18","","951","null","The New York Times","World","News","article","As Tensions Increase, Burmese Fear Another Military Crackdown","As Tensions Increase, Burmese Fear Another Military Crackdown"
"https://www.nytimes.com/1989/12/17/business/data-bank-dec-17-1989.html","null","1989-12-17","","909","null","The New York Times","Business Day","Statistics","article","DATA BANK: Dec. 17, 1989","DATA BANK: Dec. 17, 1989"
"https://www.nytimes.com/1989/04/20/business/finance-new-issues-jersey-unit-offers-tax-exempt-issue.html","null","1989-04-20","","181","null","The New York Times","Business Day","News","article","Jersey Unit Offers Tax-Exempt Issue","FINANCE/NEW ISSUES; Jersey Unit Offers Tax-Exempt Issue"
"https://www.nytimes.com/1989/07/15/business/currency-markets-dollar-rises-above-ceilings-believed-set-by-group-of-7.html","Jonathan Fuerbringer","1989-07-15","","587","null","The New York Times","Business Day","News","article","Dollar Rises Above Ceilings Believed Set by Group of 7","CURRENCY MARKETS; Dollar Rises Above Ceilings Believed Set by Group of 7"
"https://www.nytimes.com/1989/05/10/business/economic-scene-frank-lorenzo-strikes-back.html","Peter Passell","1989-05-10","","840","null","The New York Times","Business Day","News","article","Economic Scene; Frank Lorenzo Strikes Back","Economic Scene; Frank Lorenzo Strikes Back"
"https://www.nytimes.com/1989/09/09/business/brazil-seeks-extension-for-getting-money.html","Jonathan Fuerbringer","1989-09-09","","409","null","The New York Times","Business Day","News","article","Brazil Seeks Extension for Getting Money","Brazil Seeks Extension for Getting Money"
"https://www.nytimes.com/1989/11/27/business/tool-orders-fell-32.3-in-october.html","null","1989-11-27","","678","null","The New York Times","Business Day","News","article","Tool Orders Fell 32.3% In October","Tool Orders Fell 32.3% In October"
"https://www.nytimes.com/1989/02/08/world/the-un-today.html","null","1989-02-08","","23","null","The New York Times","World","Schedule","article","The U.N. Today","The U.N. Today"
"https://www.nytimes.com/1989/06/28/world/india-and-pakistan-in-talks-on-kashmir.html","Sanjoy Hazarika","1989-06-28","","571","null","The New York Times","World","News","article","India and Pakistan in Talks on Kashmir","India and Pakistan in Talks on Kashmir"
"https://www.nytimes.com/1989/09/03/world/drug-ring-bombs-newspaper-in-bogota.html","null","1989-09-03","","765","null","The New York Times","World","News","article","Drug Ring Bombs Newspaper in Bogota","Drug Ring Bombs Newspaper in Bogota"
"https://www.nytimes.com/1989/12/18/world/mass-is-said-in-a-disputed-istanbul-church.html","null","1989-12-18","","217","null","The New York Times","World","News","article","Mass Is Said in a Disputed Istanbul Church","Mass Is Said in a Disputed Istanbul Church"
"https://www.nytimes.com/1989/07/31/business/international-report-mexico-sees-gains-in-debt-accord.html","Larry Rohter","1989-07-31","","1178","null","The New York Times","Business Day","News","article","Mexico Sees Gains in Debt Accord","INTERNATIONAL REPORT; Mexico Sees Gains in Debt Accord"
"https://www.nytimes.com/1989/11/18/world/clamor-in-the-east-walesa-s-view-of-glemp-irks-jewish-leaders.html","Neil Lewis","1989-11-18","","801","null","The New York Times","World","News","article","Clamor in the East; Walesa's View of Glemp Irks Jewish Leaders","Clamor in the East; Walesa's View of Glemp Irks Jewish Leaders"
"https://www.nytimes.com/1989/11/01/business/credit-markets-us-issues-finish-little-changed.html","Kenneth Gilpin","1989-11-01","","780","null","The New York Times","Business Day","News","article","U.S. Issues Finish Little Changed","CREDIT MARKETS; U.S. Issues Finish Little Changed"
"https://www.nytimes.com/1989/05/15/world/4-south-african-churchmen-to-discuss-apartheid-in-us.html","null","1989-05-15","","180","null","The New York Times","World","News","article","4 South African Churchmen To Discuss Apartheid in U.S.","4 South African Churchmen To Discuss Apartheid in U.S."
"https://www.nytimes.com/1989/08/18/business/sweetened-proposal-lifts-ual-stock-6.html","Eric Weiner","1989-08-18","","570","null","The New York Times","Business Day","News","article","SWEETENED PROPOSAL LIFTS UAL STOCK 6%","SWEETENED PROPOSAL LIFTS UAL STOCK 6%"
"https://www.nytimes.com/1989/12/04/business/dairy-mart-buys-stores.html","null","1989-12-04","","204","null","The New York Times","Business Day","News","article","Dairy Mart Buys Stores","Dairy Mart Buys Stores"
"https://www.nytimes.com/1989/07/22/business/patents-taking-insulin-orally-a-hard-water-plan.html","Edmund Andrews","1989-07-22","","304","null","The New York Times","Business Day","News","article","Patents; Taking Insulin Orally: A 'Hard Water' Plan","Patents; Taking Insulin Orally: A 'Hard Water' Plan"
"https://www.nytimes.com/1989/03/30/business/mexico-plans-talks-on-debt.html","null","1989-03-30","","176","null","The New York Times","Business Day","News","article","Mexico Plans Talks on Debt","Mexico Plans Talks on Debt"
"https://www.nytimes.com/1989/11/16/world/clamor-easst-bleak-fiscal-picture-grim-state-east-germany-s-economy-disclosed.html","David Binder","1989-11-16","","672","null","The New York Times","World","News","article","Clamor in the Easst: Bleak Fiscal Picture; Grim State of East Germany's Economy Is Disclosed to Parliament","Clamor in the Easst: Bleak Fiscal Picture; Grim State of East Germany's Economy Is Disclosed to Parliament"
"https://www.nytimes.com/1989/06/23/world/chinese-execute-24-more-people-including-7-from-beijing-protests.html","null","1989-06-23","","1082","null","The New York Times","World","News","article","Chinese Execute 24 More People, Including 7 From Beijing Protests","Chinese Execute 24 More People, Including 7 From Beijing Protests"
