"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1992/07/31/world/a-debut-for-the-ukrainian-peacekeepers-in-bosnia.html","John Burns","1992-07-31","","1014","null","The New York Times","World","News","article","A Debut for the Ukrainian Peacekeepers in Bosnia","A Debut for the Ukrainian Peacekeepers in Bosnia"
"https://www.nytimes.com/1992/12/18/world/conflict-in-the-balkans-nato-offers-support.html","Elaine Sciolino","1992-12-18","","385","null","The New York Times","World","News","article","NATO Offers Support","CONFLICT IN THE BALKANS; NATO Offers Support"
"https://www.nytimes.com/1992/02/26/business/us-weighs-bigger-cut-in-farm-trade-barriers.html","null","1992-02-26","","465","null","The New York Times","Business Day","News","article","U.S. Weighs Bigger Cut In Farm Trade Barriers","U.S. Weighs Bigger Cut In Farm Trade Barriers"
"https://www.nytimes.com/1992/01/29/world/arab-israel-on-regional-issues-start-in-moscow.html","Thomas Friedman","1992-01-29","","1437","null","The New York Times","World","News","article","ARAB-ISRAEL ON REGIONAL ISSUES START IN MOSCOW","ARAB-ISRAEL ON REGIONAL ISSUES START IN MOSCOW"
"https://www.nytimes.com/1992/12/05/business/futures-options-january-crude-oil-contract-falls-for-5th-straight-time.html","Bloomberg News","1992-12-05","","265","null","The New York Times","Business Day","News","article","January Crude Oil Contract Falls for 5th Straight Time","FUTURES/OPTIONS; January Crude Oil Contract Falls for 5th Straight Time"
"https://www.nytimes.com/1992/07/12/business/wall-street-hidden-compensation-in-fortune-s-survey.html","Alison Cowan","1992-07-12","","165","null","The New York Times","Business Day","News","article","Wall Street; Hidden Compensation in Fortune's Survey","Wall Street; Hidden Compensation in Fortune's Survey"
"https://www.nytimes.com/1992/10/28/business/company-news-american-matches-fare-cuts-on-european-routes.html","null","1992-10-28","","116","null","The New York Times","Business Day","News","article","AMERICAN MATCHES FARE CUTS ON EUROPEAN ROUTES","COMPANY NEWS; AMERICAN MATCHES FARE CUTS ON EUROPEAN ROUTES"
"https://www.nytimes.com/1992/04/24/business/company-earnings-a-rebound-at-tandem.html","null","1992-04-24","","261","null","The New York Times","Business Day","News","article","A Rebound At Tandem","COMPANY EARNINGS; A Rebound At Tandem"
"https://www.nytimes.com/1992/03/13/business/the-media-business-advertising-addenda-accounts-677892.html","Stuart Elliott","1992-03-13","","58","null","The New York Times","Business Day","News","article","Accounts","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA; Accounts"
"https://www.nytimes.com/1992/12/22/business/company-news-dow-plans-big-charge-for-quarter.html","null","1992-12-22","","291","null","The New York Times","Business Day","News","article","Dow Plans Big Charge For Quarter","COMPANY NEWS; Dow Plans Big Charge For Quarter"
"https://www.nytimes.com/1992/02/27/business/media-business-advertising-new-marketing-specialists-tap-collegiate-consumers.html","Eben Shapiro","1992-02-27","","758","null","The New York Times","Business Day","News","article","THE MEDIA BUSINESS: Advertising; New Marketing Specialists Tap Collegiate Consumers","THE MEDIA BUSINESS: Advertising; New Marketing Specialists Tap Collegiate Consumers"
"https://www.nytimes.com/1992/04/06/business/the-media-business-addenda-grey-consolidates-health-care-units.html","Stuart Elliott","1992-04-06","","147","null","The New York Times","Business Day","News","article","Grey Consolidates Health-Care Units","THE MEDIA BUSINESS: ADDENDA; Grey Consolidates Health-Care Units"
"https://www.nytimes.com/1992/07/20/business/british-usair-deal-is-seen.html","null","1992-07-20","","228","null","The New York Times","Business Day","News","article","British-USAir Deal Is Seen","British-USAir Deal Is Seen"
"https://www.nytimes.com/1992/09/20/business/the-executive-computer-zenith-looks-for-blue-skies-beyond-the-air-force-contract.html","Peter Lewis","1992-09-20","","1204","null","The New York Times","Business Day","News","article","The Executive Computer; Zenith Looks for Blue Skies Beyond the Air Force Contract","The Executive Computer; Zenith Looks for Blue Skies Beyond the Air Force Contract"
"https://www.nytimes.com/1992/06/14/business/market-watch-will-somebody-please-borrow-a-little-money.html","Floyd Norris","1992-06-14","","506","null","The New York Times","Business Day","News","article","Will Somebody Please Borrow A Little Money?","MARKET WATCH; Will Somebody Please Borrow A Little Money?"
"https://www.nytimes.com/1992/09/17/world/us-sending-officials-to-balkans-as-monitors.html","David Binder","1992-09-17","","538","null","The New York Times","World","News","article","U.S. Sending Officials to Balkans as Monitors","U.S. Sending Officials to Balkans as Monitors"
