"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1988/03/20/world/cuba-reportedly-gives-us-schedule-for-angola-pullout.html","null","1988-03-20","","105","null","The New York Times","World","News","article","Cuba Reportedly Gives U.S. Schedule for Angola Pullout","Cuba Reportedly Gives U.S. Schedule for Angola Pullout"
"https://www.nytimes.com/1988/04/17/world/14-palestinians-die-in-worst-day-of-arab-uprising.html","John Kifner","1988-04-17","","1342","null","The New York Times","World","News","article","14 PALESTINIANS DIE IN WORST DAY OF ARAB UPRISING","14 PALESTINIANS DIE IN WORST DAY OF ARAB UPRISING"
"https://www.nytimes.com/1988/03/21/world/anti-contra-drive-ill-fated-shift-in-rebel-tactics.html","Bernard Trainor","1988-03-21","","969","null","The New York Times","World","An Analysis; Military Analysis","article","Anti-Contra Drive: Ill-Fated Shift in Rebel Tactics","Anti-Contra Drive: Ill-Fated Shift in Rebel Tactics"
"https://www.nytimes.com/1988/06/11/business/dow-gains-836-but-remains-below-2110.html","Lawrence Demaria","1988-06-11","LEAD: Stock prices moved modestly higher yesterday, and the Dow Jones industrial average gained 8.36 points to close at 2,101.71.","711","null","The New York Times","Business Day","News","article","Dow Gains 8.36 but Remains Below 2,110","Dow Gains 8.36 but Remains Below 2,110"
"https://www.nytimes.com/1988/12/11/business/c-correction-823888.html","null","1988-12-11","","74","null","The New York Times","Business Day","Correction","article","Correction","Correction"
"https://www.nytimes.com/1988/01/22/business/profit-at-recovering-bankamerica.html","Andrew Pollack","1988-01-22","","853","null","The New York Times","Business Day","News","article","Profit at Recovering BankAmerica","Profit at Recovering BankAmerica"
"https://www.nytimes.com/1988/04/24/world/report-alleges-human-rights-abuses-in-panama.html","null","1988-04-24","","675","null","The New York Times","World","News","article","Report Alleges Human Rights Abuses in Panama","Report Alleges Human Rights Abuses in Panama"
"https://www.nytimes.com/1988/01/13/business/company-news-hanover-staff-cuts.html","null","1988-01-13","","99","null","The New York Times","Business Day","News","article","Hanover Staff Cuts","COMPANY NEWS; Hanover Staff Cuts"
"https://www.nytimes.com/1988/04/16/world/no-bail-for-man-in-bomb-arrest.html","null","1988-04-16","","135","null","The New York Times","World","News","article","No Bail for Man In Bomb Arrest","No Bail for Man In Bomb Arrest"
"https://www.nytimes.com/1988/03/10/business/consumer-rates-yields-post-small-drop.html","Robert Hurtado","1988-03-10","","400","null","The New York Times","Business Day","News","article","Yields Post Small Drop","CONSUMER RATES; Yields Post Small Drop"
"https://www.nytimes.com/1988/02/14/world/panamanians-use-technology-to-balk-censor.html","null","1988-02-14","","686","null","The New York Times","World","News","article","Panamanians Use Technology to Balk Censor","Panamanians Use Technology to Balk Censor"
"https://www.nytimes.com/1988/12/14/business/company-news-tyson-foods-holly.html","null","1988-12-14","","158","null","The New York Times","Business Day","News","article","Tyson Foods-Holly","COMPANY NEWS; Tyson Foods-Holly"
"https://www.nytimes.com/1988/01/02/world/czechoslovak-president-praises-soviet-goals.html","null","1988-01-02","","241","null","The New York Times","World","News","article","Czechoslovak President Praises Soviet Goals","Czechoslovak President Praises Soviet Goals"
"https://www.nytimes.com/1988/01/16/business/currency-markets-dollar-posts-big-rise-gold-slumps.html","Kenneth Gilpin","1988-01-16","","748","null","The New York Times","Business Day","News","article","Dollar Posts Big Rise; Gold Slumps","CURRENCY MARKETS; Dollar Posts Big Rise; Gold Slumps"
"https://www.nytimes.com/1988/09/04/world/crisis-in-panama-hits-middle-class.html","Lindsey Gruson","1988-09-04","","863","null","The New York Times","World","News","article","CRISIS IN PANAMA HITS MIDDLE CLASS","CRISIS IN PANAMA HITS MIDDLE CLASS"
"https://www.nytimes.com/1988/12/13/world/first-woman-in-swiss-cabinet-quits-husband-is-scrutinized.html","null","1988-12-13","","587","null","The New York Times","World","News","article","First Woman in Swiss Cabinet Quits; Husband Is Scrutinized","First Woman in Swiss Cabinet Quits; Husband Is Scrutinized"
"https://www.nytimes.com/1988/06/17/business/the-media-business-advertising-thompson-gets-work-for-naugles-del-taco.html","Philip Dougherty","1988-06-17","","152","null","The New York Times","Business Day","News","article","THE MEDIA BUSINESS: Advertising; Thompson Gets Work For Naugles/Del Taco","THE MEDIA BUSINESS: Advertising; Thompson Gets Work For Naugles/Del Taco"
"https://www.nytimes.com/1988/10/26/business/market-place-kraft-plan-pares-margin-for-error.html","Floyd Norris","1988-10-26","","885","null","The New York Times","Business Day","News","article","Market Place; Kraft Plan Pares Margin for Error","Market Place; Kraft Plan Pares Margin for Error"
"https://www.nytimes.com/1988/12/02/world/woman-in-the-news-daughter-of-determination-benazir-bhutto.html","Barbara Crossette","1988-12-02","","1239","null","The New York Times","World","News","article","Daughter of Determination: Benazir Bhutto","WOMAN IN THE NEWS; Daughter of Determination: Benazir Bhutto"
