"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1986/12/18/world/students-in-spain-protesting-college-plan-shut-most-schools.html","Edward Schumacher","1986-12-18","","381","null","The New York Times","World","News","article","STUDENTS IN SPAIN, PROTESTING COLLEGE PLAN, SHUT MOST SCHOOLS","STUDENTS IN SPAIN, PROTESTING COLLEGE PLAN, SHUT MOST SCHOOLS"
"https://www.nytimes.com/1986/05/11/business/realizing-a-decadesold-dream-the-irresistible-logic-of-tax-reform.html","Harvey Galper","1986-05-11","THE Senate Finance Committee has been forced by the inexorable logic of comprehensive income taxation to report out a real tax reform bill. Apparently, the trade-off of tax preferences for lower tax rates was irresistible.\n\nAt first, though, the c...","1206","null","The New York Times","Business Day","News","article","REALIZING A DECADES-OLD DREAM;\nTHE IRRESISTIBLE LOGIC OF TAX REFORM","REALIZING A DECADES-OLD DREAM;\nTHE IRRESISTIBLE LOGIC OF TAX REFORM"
"https://www.nytimes.com/1986/08/07/business/futures-options-oil-market-stabilizes-ignoring-big-inventory.html","Lee Daniels","1986-08-07","","705","null","The New York Times","Business Day","News","article","OIL MARKET STABILIZES, IGNORING BIG INVENTORY","FUTURES/OPTIONS; OIL MARKET STABILIZES, IGNORING BIG INVENTORY"
"https://www.nytimes.com/1986/11/08/world/soviet-defense-chief-misses-key-parade.html","null","1986-11-08","","478","null","The New York Times","World","News","article","SOVIET DEFENSE CHIEF MISSES KEY PARADE","SOVIET DEFENSE CHIEF MISSES KEY PARADE"
"https://www.nytimes.com/1986/02/25/world/moscow-congress-is-starting-today.html","Philip Taubman","1986-02-25","","918","null","The New York Times","World","News","article","MOSCOW CONGRESS IS STARTING TODAY","MOSCOW CONGRESS IS STARTING TODAY"
"https://www.nytimes.com/1986/08/20/business/business-people-ex-head-of-eaton-unit-gets-posts-at-tracor.html","Stephen Phillips","1986-08-20","","338","null","The New York Times","Business Day","News","article","Ex-Head of Eaton Unit Gets Posts at Tracor","BUSINESS PEOPLE; Ex-Head of Eaton Unit Gets Posts at Tracor"
"https://www.nytimes.com/1986/11/17/business/no-new-law-seen-in-boesky-penalty.html","Tamar Lewin","1986-11-17","","951","null","The New York Times","Business Day","News","article","NO 'NEW LAW' SEEN IN BOESKY PENALTY","NO 'NEW LAW' SEEN IN BOESKY PENALTY"
"https://www.nytimes.com/1986/12/15/business/washington-watch-fcc-review-on-licensing.html","Reginald Stuart","1986-12-15","","151","null","The New York Times","Business Day","News","article","Washington Watch; F.C.C. Review on Licensing","Washington Watch; F.C.C. Review on Licensing"
"https://www.nytimes.com/1986/01/07/world/us-and-hanoi-express-satisfaction-after-talks.html","Barbara Crossette","1986-01-07","","963","null","The New York Times","World","News","article","U.S. AND HANOI EXPRESS SATISFACTION AFTER TALKS","U.S. AND HANOI EXPRESS SATISFACTION AFTER TALKS"
"https://www.nytimes.com/1986/06/04/world/reagan-asks-vote-for-saudi-missiles.html","Bernard Weinraub","1986-06-04","","858","null","The New York Times","World","News","article","REAGAN ASKS VOTE FOR SAUDI MISSILES","REAGAN ASKS VOTE FOR SAUDI MISSILES"
