"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1987/03/26/business/business-people-for-moran-towing-a-presidential-first.html","Daniel Cuff","1987-03-26","","400","null","The New York Times","Business Day","News","article","For Moran Towing, A Presidential First","BUSINESS PEOPLE; For Moran Towing, A Presidential First"
"https://www.nytimes.com/1987/06/19/world/plan-to-break-impasse-in-north-s-testimony.html","David Rosenbaum","1987-06-19","","442","null","The New York Times","World","News","article","Plan to Break Impasse in North's Testimony","Plan to Break Impasse in North's Testimony"
"https://www.nytimes.com/1987/08/25/business/lawyers-catch-merger-fever.html","null","1987-08-25","","1378","null","The New York Times","Business Day","News","article","Lawyers Catch Merger Fever","Lawyers Catch Merger Fever"
"https://www.nytimes.com/1987/09/09/business/faculty-protest-in-kodak-case.html","null","1987-09-09","","247","null","The New York Times","Business Day","News","article","Faculty Protest In Kodak Case","Faculty Protest In Kodak Case"
"https://www.nytimes.com/1987/12/08/business/company-news-lf-rothschild-to-cut-jobs-and-part-of-a-unit.html","null","1987-12-08","","391","null","The New York Times","Business Day","News","article","L.F. Rothschild to Cut Jobs and Part of a Unit","COMPANY NEWS; L.F. Rothschild to Cut Jobs and Part of a Unit"
"https://www.nytimes.com/1987/06/18/world/waldheim-to-pay-official-visit-to-pope.html","Serge Schmemann","1987-06-18","","697","null","The New York Times","World","News","article","WALDHEIM TO PAY OFFICIAL VISIT TO POPE","WALDHEIM TO PAY OFFICIAL VISIT TO POPE"
"https://www.nytimes.com/1987/05/09/world/10-killed-as-israeli-jets-hit-palestinian-areas.html","null","1987-05-09","","260","null","The New York Times","World","News","article","10 Killed as Israeli Jets Hit Palestinian Areas","10 Killed as Israeli Jets Hit Palestinian Areas"
"https://www.nytimes.com/1987/09/14/business/trade-politics-many-regard-impasse-budget-factor-country-s-record-gap.html","Peter Kilborn","1987-09-14","","1561","null","The New York Times","Business Day","An Analysis","article","MANY REGARD THE IMPASSE ON BUDGET AS A FACTOR IN COUNTRY'S RECORD GAP","TRADE AND POLITICS; MANY REGARD THE IMPASSE ON BUDGET AS A FACTOR IN COUNTRY'S RECORD GAP"
"https://www.nytimes.com/1987/03/23/business/international-report-manila-strives-to-turn-corner.html","null","1987-03-23","","1072","null","The New York Times","Business Day","News","article","MANILA STRIVES TO TURN CORNER","INTERNATIONAL REPORT; MANILA STRIVES TO TURN CORNER"
"https://www.nytimes.com/1987/08/28/business/currency-markets-dollar-falls-nearer-key-test-levels.html","Kenneth Gilpin","1987-08-28","","781","null","The New York Times","Business Day","News","article","Dollar Falls Nearer Key Test Levels","CURRENCY MARKETS; Dollar Falls Nearer Key Test Levels"
"https://www.nytimes.com/1987/03/05/world/canton-journal-where-capitalist-roaders-cling-to-the-fast-lane.html","Edward Gargan","1987-03-05","","886","null","The New York Times","World","News","article","WHERE CAPITALIST ROADERS CLING TO THE FAST LANE","CANTON JOURNAL; WHERE CAPITALIST ROADERS CLING TO THE FAST LANE"
"https://www.nytimes.com/1987/10/06/business/market-place-movement-at-pan-am.html","Agis Salpukas","1987-10-06","","851","null","The New York Times","Business Day","News","article","Market Place; Movement At Pan Am","Market Place; Movement At Pan Am"
"https://www.nytimes.com/1987/07/21/world/critics-of-gandhi-reportedly-uniting.html","Sanjoy Hazarika","1987-07-21","","557","null","The New York Times","World","News","article","CRITICS OF GANDHI REPORTEDLY UNITING","CRITICS OF GANDHI REPORTEDLY UNITING"
"https://www.nytimes.com/1987/05/31/world/seoul-apologizes-for-student-s-killing-but-warns-protesters.html","null","1987-05-31","","424","null","The New York Times","World","News","article","SEOUL APOLOGIZES FOR STUDENT'S KILLING BUT WARNS PROTESTERS","SEOUL APOLOGIZES FOR STUDENT'S KILLING BUT WARNS PROTESTERS"
"https://www.nytimes.com/1987/10/24/world/india-says-its-troops-are-nearly-in-control-of-tamil-rebel-center.html","Steven Weisman","1987-10-24","","550","null","The New York Times","World","News","article","India Says Its Troops Are Nearly in Control of Tamil Rebel Center","India Says Its Troops Are Nearly in Control of Tamil Rebel Center"
"https://www.nytimes.com/1987/02/18/world/a-tax-dispute-stalls-the-japanese-parliament.html","Susan Chira","1987-02-18","","700","null","The New York Times","World","News","article","A Tax Dispute Stalls the Japanese Parliament","A Tax Dispute Stalls the Japanese Parliament"
"https://www.nytimes.com/1987/02/22/business/consumer-rates.html","null","1987-02-22","","108","null","The New York Times","Business Day","Statistics","article","CONSUMER RATES","CONSUMER RATES"
"https://www.nytimes.com/1987/09/27/business/prospects.html","null","1987-09-27","","655","null","The New York Times","Business Day","News","article","PROSPECTS","PROSPECTS"
"https://www.nytimes.com/1987/10/27/business/rules-changing-in-takeovers.html","Robert Cole","1987-10-27","","1718","null","The New York Times","Business Day","News","article","Rules Changing in Takeovers","Rules Changing in Takeovers"
"https://www.nytimes.com/1987/08/21/business/finance-briefs-620787.html","null","1987-08-21","","256","null","The New York Times","Business Day","News","article","FINANCE BRIEFS","FINANCE BRIEFS"
