"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1987/05/06/world/israeli-leaders-delay-debate-on-peace-talks.html","null","1987-05-06","","201","null","The New York Times","World","News","article","Israeli Leaders Delay Debate on Peace Talks","Israeli Leaders Delay Debate on Peace Talks"
"https://www.nytimes.com/1987/10/17/world/turkish-parliament-is-summoned-to-resolve-a-crisis-over-election.html","Alan Cowell","1987-10-17","","382","null","The New York Times","World","News","article","Turkish Parliament Is Summoned To Resolve a Crisis Over Election","Turkish Parliament Is Summoned To Resolve a Crisis Over Election"
"https://www.nytimes.com/1987/05/13/world/moscow-criticizes-us-arms-proposal.html","Philip Taubman","1987-05-13","","641","null","The New York Times","World","News","article","MOSCOW CRITICIZES U.S. ARMS PROPOSAL","MOSCOW CRITICIZES U.S. ARMS PROPOSAL"
"https://www.nytimes.com/1987/06/30/world/excerpts-from-speech-by-seoul-party-chief.html","null","1987-06-30","","1132","null","The New York Times","World","Text","article","EXCERPTS FROM SPEECH BY SEOUL PARTY CHIEF","EXCERPTS FROM SPEECH BY SEOUL PARTY CHIEF"
"https://www.nytimes.com/1987/11/25/business/company-news-court-is-picked-for-ltv-case.html","null","1987-11-25","","132","null","The New York Times","Business Day","News","article","Court Is Picked For LTV Case","COMPANY NEWS; Court Is Picked For LTV Case"
"https://www.nytimes.com/1987/12/06/business/business-forum-at-the-helm-on-black-monday-why-dad-was-in-such-a-bad-mood.html","Ken Leibler","1987-12-06","","1329","null","The New York Times","Business Day","News","article","'Why Dad Was in Such a Bad Mood'","BUSINESS FORUM: AT THE HELM ON 'BLACK MONDAY'; 'Why Dad Was in Such a Bad Mood'"
"https://www.nytimes.com/1987/07/30/business/candidate-list-for-commerce.html","null","1987-07-30","","109","null","The New York Times","Business Day","News","article","Candidate List for Commerce","Candidate List for Commerce"
"https://www.nytimes.com/1987/04/14/business/business-people-woodward-lothrop-names-new-president.html","Daniel Cuff","1987-04-14","","428","null","The New York Times","Business Day","News","article","Woodward & Lothrop Names New President","BUSINESS PEOPLE; Woodward & Lothrop Names New President"
"https://www.nytimes.com/1987/03/12/business/market-place-implications-of-a-stock-split.html","Phillip Wiggins","1987-03-12","","1049","null","The New York Times","Business Day","News","article","Implications Of a Stock Split","MARKET PLACE; Implications Of a Stock Split"
"https://www.nytimes.com/1987/09/08/business/saudis-exceed-opec-quota.html","Steven Greenhouse","1987-09-08","","781","null","The New York Times","Business Day","News","article","SAUDIS EXCEED OPEC QUOTA","SAUDIS EXCEED OPEC QUOTA"
