"|","|__writer_name","|__pub_date","|__snippet","|__word_count","|__score","|__source","|__section_name","|__type_of_material","|__document_type","|__main_headline","|__print_headline"
"https://www.nytimes.com/1996/09/15/business/chartering-your-yacht-rowboat-size-returns.html","null","1996-09-15","Economics of chartering one's yacht discussed; photo (S)","1245","null","The New York Times","Business Day","News","article","Chartering Your Yacht: Rowboat-Size Returns?","Chartering Your Yacht: Rowboat-Size Returns?"
"https://www.nytimes.com/1996/09/20/business/toro-to-acquire-irrigation-products-supplier.html","Dow Jones","1996-09-20","Toro Co will acquire James Hardie Irrigation Group, unit of James Hardie Industries Ltd of Australia, for $130 million (S)","102","null","The New York Times","Business Day","News","article","TORO TO ACQUIRE IRRIGATION PRODUCTS SUPPLIER","TORO TO ACQUIRE IRRIGATION PRODUCTS SUPPLIER"
"https://www.nytimes.com/1996/08/22/business/ad-spending-rises-in-gay-publications.html","Stuart Elliott","1996-08-22","Mulryan/Nash survey finds advertising spending in newspapers and magazines aimed at gay and lesbian consumers rose 19.6 percent in year ended Mar 31, to $73.7 million, up from year-earlier $61.6 million (S)","121","null","The New York Times","Business Day","News","article","Ad Spending Rises In Gay Publications","Ad Spending Rises In Gay Publications"
"https://www.nytimes.com/1996/06/03/world/ex-senator-may-get-role-in-ulster-talks.html","null","1996-06-03","","162","null","The New York Times","World","News","article","Ex-Senator May Get Role in Ulster Talks","Ex-Senator May Get Role in Ulster Talks"
"https://www.nytimes.com/1996/12/13/business/european-vote-backs-open-electricity-market.html","null","1996-12-13","European Parliament votes to allow biggest corporate users of electricity in European Union to buy from generators anywhere in 15-nation group starting in 1999 as first step to opening electricity market (S)","105","null","The New York Times","Business Day","News","article","European Vote Backs Open Electricity Market","European Vote Backs Open Electricity Market"
"https://www.nytimes.com/1996/05/21/business/company-brief.html","null","1996-05-21","","59","null","The New York Times","Business Day","News","article","COMPANY BRIEF","COMPANY BRIEF"
"https://www.nytimes.com/1996/03/08/business/international-business-russian-shepherd-of-mutual-funds.html","Michael Gordon","1996-03-08","","961","null","The New York Times","Business Day","Biography","article","INTERNATIONAL BUSINESS;Russian Shepherd of Mutual Funds","INTERNATIONAL BUSINESS;Russian Shepherd of Mutual Funds"
"https://www.nytimes.com/1996/10/09/business/the-sec-is-set-to-undo-a-rule-that-was-an-invitation-to-abuse.html","Floyd Norris","1996-10-09","Securities and Exchange Commission is set to consider staff proposal that would force disclosure of ways companies are using and abusing Regulation S, 1990 rule aimed at making it easier for American firms to sell securities abroad; rule exempts f...","747","null","The New York Times","Business Day","News","article","The S.E.C. is set to undo a rule that was an invitation to abuse.","The S.E.C. is set to undo a rule that was an invitation to abuse."
"https://www.nytimes.com/1996/01/30/business/international-briefs-trafalgar-to-sell-unit.html","null","1996-01-30","","75","null","The New York Times","Business Day","News","article","INTERNATIONAL BRIEFS;Trafalgar to Sell Unit","INTERNATIONAL BRIEFS;Trafalgar to Sell Unit"
"https://www.nytimes.com/1996/11/10/world/drug-war-forces-rio-to-dodge-its-bullets.html","Diana Schemo","1996-11-10","Stray bullets from guns of drug traffickers are taking increasing toll among innocent bystanders in Rio de Janeiro; candidates in mayoral election campaign across city, even as rival drug gangs carry on parallel war for control of underworld; esti...","815","null","The New York Times","World","News","article","Drug War Forces Rio To Dodge Its Bullets","Drug War Forces Rio To Dodge Its Bullets"
