_key,writer_name,pub_date,snippet,word_count,score,source,section_name,type_of_material,document_type,main_headline,print_headline,body_text
https://www.nytimes.com/1992/07/31/world/a-debut-for-the-ukrainian-peacekeepers-in-bosnia.html,John Burns,1992-07-31,,1014,,The New York Times,World,News,article,A Debut for the Ukrainian Peacekeepers in Bosnia,A Debut for the Ukrainian Peacekeepers in Bosnia," **********From his position atop Hill 689, Capt. Sergei M. Vshivtsev of the Ukrainian Army has a picture-postcard view of Sarajevo, a terra-cotta city gleaming in the summer sun, surrounded on all sides by moss-green mountains. **********Like the hikers who used to come here in better times, Captain Vshivtsev, part of the first military unit from the newly independent Ukraine to take part in the United Nations peacekeeping force, chose the hilltop for its command of the surrounding terrain. The hill is named 689 because it is that number of meters, or about 2,250 feet, above sea level. **********Also like hikers with field glasses, the 34-year-old native of Dnepropetrovsk brought with him equipment to enhance the view. This morning the equipment sat in a trench, a tank-like contraption all glistening white and marked ""U.N.,"" with a radar dome. **********At a command from Captain Vshivtsev, the vehicle's auxiliary diesel engine was started and the dome was raised into a vertical plane, demonstrating the horizon-scanning techniques that officers here hope will help them lessen the level of deadly fire directed into and across this city. **********The vehicle manned by Captain Vshivtsev and three other Ukrainian soldiers is a counterbombardment radar. Drawn from the front-line equipment of the Soviet Army, the device monitors howitzer, mortar, rocket and tank fire originating in a wide arc of terrain at the eastern end of the bowl of mountains that encircle Sarajevo. **********In time, the United Nations command in Sarajevo plans to amass enough data, from the radar on Hill 689 and another at the eastern end of the city, to pinpoint responsibility for every major fusillade. In this way, the officers say, they will be able to assign blame -- either to the Serbian nationalists besieging the city or to the Bosnian troops defending it -- for each breach of the so-far notional cease-fires the United Nations is supposed to monitor. **********That, at least, is the plan. But this morning, the United Nations convoy that ascended Hill 689 from Sarajevo, up three miles of winding, precipitous dirt roads, found the Ukrainian soldiers and the 10-member Canadian unit protecting the site in a disconsolate mood.  Returning to Basement Bunkers **********On Wednesday night, the night sky over Sarajevo was lighted up by the heaviest shelling in weeks, so intense that residents returned anew to the basement bunkers where they had sheltered at earlier stages of the siege. **********On Hill 689, midway between the Serbian and Bosnian Government positions on the hills to the north of the city, the radar site came under direct fire, and Captain Vshivtsev closed the equipment down so the Ukrainian and Canadian soldiers could take shelter. **********It was an experience suggesting that the contending forces, experienced in the game of cat-and-mouse with the monitors, may yet have the last word when it comes to policing cease-fires. **********Demonstrating his radar after a night in a bunker did not please Captain Vshivtsev, a slightly built man with a Soviet officer's reluctance to discuss operations. All he would say was that the radar had identified 122-millimeter howitzer fire from a position four and a half miles east held by Serbian forces, and that after a second shot from the same firing position, the equipment could pinpoint a gun's location within 50 yards. **********The overnight fighting was followed by an unusual alarm today when United Nations forces closed Sarajevo airport to the month-old relief airlift when pilots of incoming planes reported that they had detected Serbian radar in the hills around Sarajevo. **********According to the United Nations, this violated the agreement under which the airport was reopened: the Serbs had promised to remove all antiaircraft guns and associated radar within 25 miles of the airport. United Nations officers demanded that the hillside radars be switched off, the Serbs complied and the airlift resumed. **********The incident caused new concern about Serbian intentions, but the New Zealander who is overseeing the radar operation, Lieut. Col. Richard Gray, argued vigorously with reporters over the responsibility of the Serbian forces for the continued fighting. **********""They could destroy the whole city,"" the colonel said. ""They have enough firepower out there to flatten the city 10 times over, but they don't want to."" **********He added that he had spoken with Serbian troops at the hillside gun positions. ""They don't want a war,"" he said. **********Even before the radar reached the hilltop, the Ukrainians learned the hard way that their first peacekeeping mission was not likely to be an easy one. Not long after the two units were unloaded from a jet transport plane still bearing the markings of the Soviet airline Aeroflot, a mortar attack on Sarajevo airport damaged one of them. Spare parts were ordered from Ukraine and the soldiers, part of a 400-member unit here, hope to have the unit operating within a few days. **********Just being here is a dizzying experience for the Ukrainians. As the Soviet Union broke up, each soldier had to make a wrenching choice between the Russian and Ukrainian armies. About a third of the officers here are ethnic Russians who chose the Ukrainian Army because of family ties in Ukraine or because they belonged to units that were substantially Ukrainian. **********At the United Nations headquarters here, the soldiers eat in the cafeteria alongside Russian Army officers, some of whom are ethnic Ukrainians. **********On the Ukrainians' sleeves, there are the handsome blue-and-yellow badges of the Ukrainian Army. But their uniforms and equipment are wholly Soviet, as are the reminiscences they trade with their Russian counterparts, mainly common experiences in Afghanistan, where they served as members of the Soviet occupation force between 1979 and 1989. But in some matters, a Soviet officer remains a Soviet officer, regardless of the uniform he wears. **********When Captain Vshivtsev was asked how it felt to be a former Soviet officer working with Canadian soldiers in a country that spent 40 years balanced between the Warsaw Pact and NATO, the granite-faced Ukrainian officer interpreting for him cut in quickly: ""Now, the captain will show the antenna system in operation,"" he said."
https://www.nytimes.com/1992/12/18/world/conflict-in-the-balkans-nato-offers-support.html,Elaine Sciolino,1992-12-18,,385,,The New York Times,World,News,article,NATO Offers Support,CONFLICT IN THE BALKANS; NATO Offers Support," **********The North Atlantic Treaty Organization agreed today to support the United Nations if it votes to enforce the ban on Serbian flights over Bosnia and Herzegovina, signaling the first time in its 43-year history that NATO forces could be engaged in combat to defend a country outside the alliance. **********The 16-nation body did not indicate how it would help enforce the ban, but Secretary of State Lawrence S. Eagleburger said that NATO was preparing contingency plans to enforce the no-flights zone and that the United States was prepared to provide aircraft in such an operation. **********Options ranged from overflights to what Mr. Eagleburger called ""more muscular measures."" He acknowledged that if the ban is enforced, it could put United Nations troops at risk of retaliation and that it was a ""possibility"" that they might be forced to withdraw, at least temporarily.  Warning to U.N. **********The NATO decision came as the leader of the Bosnian Serbs, Radovan Karadzic, warned that United Nations troops in Bosnia may be attacked if Western nations attempt to enforce the ban on flights. **********The Serbs are reported to have violated the ban on flights 225 times since it was imposed in October. But there is no proof that they have resumed combat missions. **********NATO has already contributed personnel and equipment to the United Nations peackeeping operation in the Balkans, and its ships are in the Adriatic, helping to enforce a blockade. NATO reconnaissance aircraft are providing data on violations of the flight ban. **********On another issue, Mr. Eagleburger warned Ukraine that its relationship with the United States will suffer if it continues to delay ratification of the nuclear Non-Proliferation Treaty and the strategic arms reduction treaty slashing the arsenals of nuclear weapons in the United States and the former Soviet republics. The Ukrainian Foreign Minsiter, Anatoly Zlenko, told Mr. Eagleburger earlier in the week that the Kiev Parliament would not take up the issue until January at the earliest. **********Mr. Eagleburger said he made clear during the meeting that the United States ""is not particularly happy with the delays,"" adding that he expected ""ratification and without reservations,"" and if progress is delayed much longer it will ""inevitably have an impact"" on the two countries' relations."
https://www.nytimes.com/1992/02/26/business/us-weighs-bigger-cut-in-farm-trade-barriers.html,,1992-02-26,,465,,The New York Times,Business Day,News,article,U.S. Weighs Bigger Cut In Farm Trade Barriers,U.S. Weighs Bigger Cut In Farm Trade Barriers," **********The Bush Administration may push for bigger cuts in agricultural trade barriers than are called for in the current plan to reform world trade, a United States trade official said today. **********United States trade officials, appearing before the House Agriculture Committee, endorsed a farm trade reform proposal from Arthur Dunkel, Director General of the General Agreement on Tariffs and Trade, the Geneva-based trade organization. **********But Julius L. Katz, deputy United States trade representative, said the plan fell short of the Bush Administration's desire to slash farm export subsidies and trade barriers, and the United States might press for bigger reductions. **********""Another concern is that the reduction commitments for export subsidies do not go far enough,"" Mr. Katz said. ""If modifications are made to Mr. Dunkel's text, we will seek improvements in export subsidy commitments."" **********The Dunkel plan for an agricultural trade agreement calls for reducing export subsidies by an average of 36 percent over six years, starting in 1993. **********Those reductions ""would be meaningful for a lot of commodities in the U.S.,"" Mr. Katz said. **********Richard Crowder, Agriculture Under Secretary, also at the hearing, said that by rough calculations, United States farmers' net income should increase by about $1 billion by 1998 as a result of a GATT agreement.  Farm Program Spending **********Mr. Crowder said United States agricultural exports would increase by $4 billion to $5 billion, and Government spending on farm programs would drop by $2.5 billion. **********But Representative Thomas E. Coleman, Republican of Missouri, said: ""American agriculture in general thinks it's very marginal whether the Dunkel text helps them or not. We hope that you won't look at the Dunkel text as a success and declare a victory."" **********Mr. Dunkel offered his plan as a way to revive the talks, which have been deadlocked mainly by differences between the United States and the European Community over farm subsidies. **********The talks, which are entering their sixth year, address a broad range of trade issues, but disputes over farm trade have been the sticking point. **********If negotiators reach a pact this spring, governments still would have to give final approval and pass laws to put the new trade rules into effect. Several United States officials said it was unlikely Congress could do that before 1993.  A Reluctance to Compromise **********In another indication of French reluctance to compromise on reductions in agricultural subsidies, Dominique Strauss-Kahn, the French Minister of Industry and International trade, accused the European Community's negotiators of exceeding their mandate. **********The European Community officials have been discussing the possibility of limiting the tonnage, as well as the financing, of subsidized grain exports. Yet the community's member countries have not endorsed the negotiation of any limits on tonnage, Mr. Strauss-Kahn said at a breakfast in Washington sponsored by the European Institute, a public policy group here."
https://www.nytimes.com/1992/01/29/world/arab-israel-on-regional-issues-start-in-moscow.html,Thomas Friedman,1992-01-29,,1437,,The New York Times,World,News,article,ARAB-ISRAEL ON REGIONAL ISSUES START IN MOSCOW,ARAB-ISRAEL ON REGIONAL ISSUES START IN MOSCOW," **********A Middle East conference opened here today, with Israel for the first time sitting down for talks on regional cooperation with Saudi Arabia and the other Arab gulf countries, but the meeting was overshadowed by the Palestinians' absence. **********The Palestinian spokeswoman, Hanan Ashrawi, said the Palestinians were barred from the conference by the United States and Russia, who objected to the presence of Palestinians from East Jerusalem and from outside the West Bank and Gaza Strip. **********Secretary of State James A. Baker 3d said it was the Palestinians who had refused to come according to the terms set out in the invitation, and he added that he was ""disappointed"" that they had missed yet another opportunity to advance their cause. A Lot of New Faces **********The opening day of the conference was full of unusual scenes and contradictory emotions. The setting of the meeting was bizarre: 24 countries gathered in food-strapped Moscow in the dead of winter -- in the same Hall of Columns where the Stalin show trials were conducted in 1938 -- to discuss regional development of the Mideast. **********The discussions themselves seemed to combine some strikingly dramatic signs that the age-old Arab-Israeli conflict was thawing -- and some very strained speeches that suggested it might not be changing much after all. 'Who Would Have Imagined?' **********Today's high point may have come when the co-chairmen, Mr. Baker and the Russian Foreign Minister, Andrei V. Kozyrev, gaveled the conference to order and looked out to see sitting before them around a rectangular table a lot of people who have never sat together before: Russians and Americans co-sponsoring a peace conference, the foreign ministers of Saudi Arabia and Kuwait sitting alongside Israelis, and China and Japan for the first time joining Mideast peace talks. China's Deputy Foreign Minister, Yang Fuchang, went out of his way to walk across the room and warmly embrace Israel's Foreign Minister, David Levy. **********""Look around you, ladies and gentlemen, at the parties who are gathered at this table,"" Secretary Baker told his fellow delegates. ""Who would have imagined even five years ago that the United States would launch a new partnership with a democratizing Russia?"" **********The American and Russian co-sponsors envisaged this two-day conference as a vehicle to open a dialogue between Israel and the wider circle of Arab countries -- Tunisia, Mauritania, Saudi Arabia, Qatar, Oman, Kuwait, Bahrain and the United Arab Emirates -- about regional problems like arms control, water, the environment, refugees and economic development. **********Algeria and Yemen had planned to attend but did not show up once it became apparent the Palestinians were not coming. The Syrians and Lebanese had never planned to attend the meeting and urged the other Arabs to join them, but they would not. **********The hope of the co-sponsors is that if Israel can be drawn into negotiations with the wider Arab world, this will demonstrate to the Israeli public the potential for real acceptance around the region and therefore make Israel more willing to trade land for peace with Syria, Lebanon, Jordan and the Palestinians in their separate negotiations, which were started in Madrid and are being dealt with separately from this conference. **********When the United States and the Soviet Union invited Arabs and Israelis to open direct peace talks in Madrid last October, the invitation included plans for a multinational conference that would follow two weeks later. It was also envisaged that it would be held in Moscow, but because of several technical problems it was delayed. **********In the meantime, the direct talks begun in Madrid between Israel and Jordan, Israel and Syria, Israel and Lebanon, and Israel and the Palestinians were followed up by two rounds in Washington, one in December and one in mid-January.  Moderation and Stubbornness **********Today's session was confined to 10-minute speeches by each country, and the Arab delegates made it immediately clear that they had no intention of engaging in any serious regional cooperation with Israel until the Palestinians were brought into the process and Israel agreed to trade land for peace with its immediate neighbors. **********Saudi Arabia's Foreign Minister, Saud al-Faisal, like all the Arabs present, gave a low-key, relatively moderate speech. He nevertheless captured the mood of the Arab delegations when he declared that no matter what statements were made here today, ""We cannot make or attain specific progress if Arab lands continue to be occupied and the Palestinian people continue to be deprived of their right of self-determination."" **********The speech by the Israeli Foreign Minister, Mr. Levy, was also generally conciliatory, but made clear that Israel viewed regional cooperation with the Arab world as something that could and should progress independently of talks over territory with Israel's immediate neighbors. Levy, Alone **********None of the Arab ministers, save for Egypt, applauded Mr. Levy's speech, or spoke with him. The standoffishness was symbolized by Maj. Gen. Amram Mitzna, Chief of Planning for the Israeli Army and a member of the Israeli delegation, who was taking photographs with his Instamatic camera of Jordanians seated next to him, but was too uncertain to speak to them. **********The chilly atmosphere between Arabs and Israelis was inadvertantly summed up by Mr. Yang. Trying to express the idea that no one should expect progress overnight, he said: ""As the Chinese saying goes, 'It takes more than one cold day for the river to freeze three feet deep.' "" Who Is a 'Palestinian'? **********The dispute that kept the Palestinians away is likely to bedevil this conference, as well as the separate Arab-Israeli negotiations. **********The Palestinians insist that their delegation be made up of a cross-section of their community: Palestinians from East Jerusalem, the West Bank and the Gaza Strip, and from the refugee diaspora abroad. The Israelis insisted, and the United States and Russia backed them up, that the rules of the Madrid conference applied here, and therefore the only Palestinians with whom Israelis have to negotiate are Palestinians from the West Bank and Gaza. **********The Palestinians countered that just because they had made a pragmatic compromise in Madrid, accepting Israel's terms in order to begin separate talks on Palestinian autonomy in the West Bank and Gaza Strip, that did not mean that at this conference to discuss broader regional questions, they should make the same compromise. A Compromise Rejected, Twice **********Mrs. Ashrawi, the Palestinian spokeswoman, said during a news conference outside the conference hall: ""We wanted to address the world and speak out on behalf of all the Palestinians people, but unfortunately we were excluded."" **********At the eleventh hour, Mr. Baker offered the Palestinians a deal: He added refugees to the list of regional issues to be discussed in the working-group negotiations, which are to be set up tomorrow, and said the United States would back the Palestinians' demand to send diaspora representatives to such a session. The Palestinians said this was not enough. **********Mr. Levy immediately rejected this proposal, too, saying: ""If those whose participation we object to do arrive and if this runs counter to the agreement, they will meet by themselves.""                    --------------------       Protests Among Arabs **********BEIRUT, Lebanon, Jan. 28 (Special to The New York Times) -- Syria condemned the talks in Moscow today, thousands of Palestinians in Lebanon went on strike demanding a boycott of the conference and pro-Iranian Muslim fundamentalists staged sit-ins at mosques here to oppose what they termed ""the negotiations of capitulation."" **********The Syrian Information Minister, Mohammed Salman, said in an interview published in the Beirut daily Al Sharq that the talks would only play into Israel's hands. ""How can there be discussions on regional issues when no progress had been achieved at bilateral negotiations,"" he asked. **********Israel also announced that it was sending reinforcements to what it calls its security zone in southern Lebanon to head off what an army spokesman described as ""terrorist attacks"" and possible violence by guerrillas of the Iranian-sponsored Party of God. **********Fundamentalist soldiers of the ""Islamic Resistance Movement,"" led by the Party of God, killed one Israeli soldier and wounded another in a raid inside the zone last Sunday. **********Clerics who lead the Party of God told worshipers at a mosque in the Bir al Abed quarter in Beirut's southern suburbs that holy war ""against Israel and America must be stepped up."" Sheikh Abbas Musawi, the party's general secretary, said Israel and the United States would use the talks ""to tighten their hegemony over the Arab and Islamic worlds."" **********In Palestinian refugee districts in Lebanon, marchers protested and shops and schools were closed."
https://www.nytimes.com/1992/12/05/business/futures-options-january-crude-oil-contract-falls-for-5th-straight-time.html,Bloomberg News,1992-12-05,,265,,The New York Times,Business Day,News,article,January Crude Oil Contract Falls for 5th Straight Time,FUTURES/OPTIONS; January Crude Oil Contract Falls for 5th Straight Time," **********Crude oil for delivery in January fell for the fifth consecutive session, to its lowest level since early March, weighed down by burdensome supplies and slack demand, analysts said today. **********Initially, crude oil rebounded in reaction to a report from the International Energy Agency that estimated first-quarter demand at 40 million barrels a day, up 600,000 barrels a day from the fourth quarter, for the countries in the Organization for Economic Cooperation and Development. **********""The attitude is to sell the rallies,"" said Victor Yu, senior trader at Nikkhah Energy Group, a division of Refco in New York. ""People were skeptical of the report because the last report estimated demand one million barrels higher than it was."" **********January crude oil finished 14 cents lower at $18.94 a barrel. Oil products finished mixed. Heating oil for January delivery closed 0.08 cent lower at 54.22 cents a gallon. Unleaded gasoline for January delivery closed 0.12 cent higher at 51.42 cents a gallon. Further Fall Seen **********Mr. Yu, like other traders and analysts, predicted crude oil futures could fall further still. ""The market is oversupplied,"" he said. ""There's too much oil here and in Europe, and not enough demand or cold weather."" **********Oil futures have been tumbling all week amid disappointment that OPEC did not agree to larger production cuts for the first quarter when oil ministers met last week in Vienna. OPEC set a production ceiling of 24.9 million barrels a day, which was about 400,000 barrels short of expectations. Many traders expressed concern that OPEC would even adhere to the new quotas."
https://www.nytimes.com/1992/07/12/business/wall-street-hidden-compensation-in-fortune-s-survey.html,Alison Cowan,1992-07-12,,165,,The New York Times,Business Day,News,article,Wall Street; Hidden Compensation in Fortune's Survey,Wall Street; Hidden Compensation in Fortune's Survey," **********Because of a change in methodology in Fortune magazine's annual survey on executive pay, big portions of four executives' pay packages may never make the well read listing. Coincidentally, two of the four executives whose pay is understated are Steven J. Ross and N. J. Nicholas Jr. Until this year, when Mr. Nicholas resigned, they were co-chief executives of Time-Warner, which publishes Fortune. **********For the 1990 rankings, the magazine decided it would count only one-third of the value of stock options worth more than $5 million, and it informed readers that the missing two-thirds would show up in 1991 and 1992. The policy, which pushed the four executives down in the 1990 rankings, was meant to reflect the long-term nature of such incentives. **********This year, however, the magazine's new compensation consultant, the Wyatt Company, decided that option grants should be recognized in the year of grant, no matter how large. And so instead of showing up as the second-highest-paid executive in 1991, Mr. Ross is No. 43."
https://www.nytimes.com/1992/10/28/business/company-news-american-matches-fare-cuts-on-european-routes.html,,1992-10-28,,116,,The New York Times,Business Day,News,article,AMERICAN MATCHES FARE CUTS ON EUROPEAN ROUTES,COMPANY NEWS; AMERICAN MATCHES FARE CUTS ON EUROPEAN ROUTES," **********American Airlines yesterday matched European fare reductions enacted earlier this week by Continental Airlines.  The price cuts, previously matched by Trans World Airlines, average 35 percent in fares from nine United States cities to various European capitals. The move by American means that the reductions are likely to be followed by other major carriers. **********The cuts are effective for travel from Dec. 27 to March 20 for tickets bought by Dec. 31. The reductions are during the slowest travel periods to Europe when carriers often put in lower fares to fill seats. The fares by Continental range from $358 to $498 for round trips to such European cities as London , Paris, Frankfurt, Munich and Madrid."
https://www.nytimes.com/1992/04/24/business/company-earnings-a-rebound-at-tandem.html,,1992-04-24,,261,,The New York Times,Business Day,News,article,A Rebound At Tandem,COMPANY EARNINGS; A Rebound At Tandem," **********Tandem Computers Inc. said today that it had returned to profitability in the second quarter after posting a big first-quarter loss primarily because of a restructuring. **********The company, which makes ""fault tolerant"" mainframe computers with redundant parts to prevent crashes, earned $8.8 million, or 8 cents a share, for the three months that ended on March 31. That was 51 percent lower than net income of $17.9 million, or 17 cents a share, for the 1991 period. Tandem's revenues rose 3 percent, to $502.9 million from $489.3 million. **********Earnings were down from the 1991 quarter because the company's costs and expenses rose more than the modest gain in revenues, said George Elling, an analyst with Merrill Lynch Research in New York. **********Mr. Elling, who had expected earnings of up to 5 cents a share, said he was ""cautiously optimistic"" about Tandem's report. **********Tandem, like other makers of large computers, was hurt by the recession. In the first quarter of 1992, Tandem lost $94.6 million after taking a $98 million charge for layoffs and other restructurings to help cut costs in an increasingly competitive market. **********""We are pleased that our efforts to restructure Tandem did not disrupt our business and are beginning to show results,"" said James G. Treybig, the president and chief executive. **********He said domestic business was up, suggesting that the United States recession may be dwindling, but business was mixed in Europe and down in Asia, usually a strong area for the company, he said."
https://www.nytimes.com/1992/03/13/business/the-media-business-advertising-addenda-accounts-677892.html,Stuart Elliott,1992-03-13,,58,,The New York Times,Business Day,News,article,Accounts,THE MEDIA BUSINESS: ADVERTISING -- ADDENDA; Accounts," *********** Blue-Box Toys Inc., New York, to Frierson Mee & Herman Inc., New York, for a new Headsmart line of toys featuring ""Sesame Street"" characters. Billings were not disclosed. *********** Nutrasweet Co., Deerfield, Ill., to Chiat/Day/Mojo Inc., Venice, Calif., to advertise its new Nutrasweet Spoonful granulated tabletop sweetener. Billings were not disclosed. Chiat also handles the Nutrasweet brand account."
https://www.nytimes.com/1992/12/22/business/company-news-dow-plans-big-charge-for-quarter.html,,1992-12-22,,291,,The New York Times,Business Day,News,article,Dow Plans Big Charge For Quarter,COMPANY NEWS; Dow Plans Big Charge For Quarter," **********The Dow Chemical Company said today that it would take a $935 million charge in the fourth quarter to carry out a required accounting change for retiree health-care benefits. **********The charge, equal to $3.44 a share, will be partly offset by a gain of more than $200 million, or 80 cents a share, for a change in the way the company accounts for income taxes and liabilities. **********The Financial Accounting Standards Board, an independent body responsible for establishing and interpreting generally accepted accounting principles, is requiring American companies to account for retiree health-care benefits as they are accrued rather than when they are paid. **********The company, which makes chemicals, plastics and drugs, said that it would adopt the new practice retroactively to Jan. 1, 1992, and that its earnings for this year would be restated. Dow earned $502 million, or $1.83 a share, in the first nine months of the current year. **********Dow's share price was off 62.5 cents, to $58.625, on the New York Stock Exchange after news of the charge.                    --------------------       Union Carbide Charge **********DANBURY, Conn., Dec. 21 (Reuters) -- The Union Carbide Corporation said today that it would post a fourth-quarter ""noncash"" charge of $360 million, in light of a new accounting method for benefits to former employees. **********The charge is considered noncash because the company must set aside money for estimated future post-employment benefits, although it will continue to pay the expenses when they are incurred. **********The chemical company said the charge represented the requirements of a new accounting method required by the Financial Accounting Standards Board. **********Union Carbide's share price closed up 12.5 cents today, to $16.75, on the New York Stock Exchange."
