_key,writer_name,pub_date,snippet,word_count,score,source,section_name,type_of_material,document_type,main_headline,print_headline,body_text
https://www.nytimes.com/1994/09/27/world/city-yawns-roads-snarl-as-clinton-visits-un.html,Francis Clines,1994-09-27,,1260,,The New York Times,World,News,article,"City Yawns, Roads Snarl As Clinton Visits U.N.","City Yawns, Roads Snarl As Clinton Visits U.N."," **********""Clinton's here?"" asked Mary Smith in amazement, squatting at her usual sidewalk beggar's post on Lexington Avenue, two doors down from the Waldorf-Astoria hotel, from which the President and his security phalanxes moved yesterday, on barricaded streets that seemed decidedly more hermetic than kinetic. **********""So that's why I'm a few dollars lighter,"" said Ms. Smith, rattling the day's slimmer-than-usual pickings but maintaining her moon-faced smile for passing New Yorkers who seemed equally unattentive to the President's visit as they went after their own daily bread. **********The East Side of Manhattan had a phantom quality to it much of the day as the first of a weeklong shuffle of 82 world leaders began speechmaking at the United Nations, which was sealed tight as a bell jar. With police officers and little else on the streets, the United Nations' immediate neighborhood seemed like a science-fiction movie set in need of rubberized monsters and fleeing extras. **********The main commotion the President's visit stirred was blaring horns from chronic traffic jams, as side streets were nipped off for Presidential passage. Mr. Clinton's two-day visit ended last night at the Metropolitan Museum of Art, where the protest pen erected by the police at 81st Street and Fifth Avenue was notably empty. The one street incident of the day occurred when a woman from Queens, carrying a machete and a knife, was arrested near the United Nations after she asked to see the President. **********""What's wrong with New Yorkers?"" asked Mary Duffy, a tourist from Lexington, Mass., who was only one of two -- count them, two -- people waiting forlornly at midday behind a blue police barricade down from the United Nations at East 49th Street and First Avenue, one of Mr. Clinton's prime motorcade turnings. ""In Boston there'd be mobs, hoping for a chance to wave. I'm heartsick."" **********The other half of Ms. Walsh's crowd volunteered an answer. ""Cynicism,"" said Gloria Hage, an apartment dweller on East 49th Street. She was so embarrassed by the sparsely attended streets, she said, that she came down to stand and wait, perchance to wave at the President or more likely spy her reflection in the smoked-glass windows of some statesman or other's passing limousine. **********""I'll tell you, it makes me cry,"" Ms. Hage told Ms. Duffy. ""But I've got to defend New Yorkers, too. Most of them are busy working their butts off right now, trying to survive,"" she said, estimating that New Yorkers tended more toward the film-at-11 sort of celebrity watching. **********""With onions,"" instructed Herb Selby, an East Side office worker, as he stood near a police barricade at East 49th Street and Third Avenue and watched Adel Wesa hurriedly build his luncheon shish-kebab sandwich at a sidewalk stand. **********""I work too hard,"" said Mr. Wesa, midway in his nine-hour day on East 49th Street, apologizing for watching his sizzling griddle more than the motorcades of dozens of visiting national leaders sporadically blinking and blaring past him between the United Nations and the Waldorf. ""I want to make life,"" he said, gesturing resolutely with his workday spatula. ""Too busy for politics."" **********Some city denizens were proud to claim a President sighting. ""He went by right here in a limo,"" said Matt Guice, who was manning a card table filled with protest pamphlets on East 42d Street, two blocks west of the United Nations. ""I'm not the sort to be metaphysically absurd, so I won't claim he actually saw me and my sign."" He brandished a placard that read: ""Welcome Bill, Bye Bye Brits"" -- a reference to a complex accusation that Mr. Clinton's Whitewater problem is entirely a fabrication of London intelligence agents. **********A more typical brush with the President was experienced by Susan Jaffe, a Manhattan lawyer barred by the police in the morning from stopping her car to drop off her daughter at Marymount School at Fifth Avenue and 84th Street. She resorted to swooping the second grader across a police barricade erected early across from the Metropolitan Museum, where the heads of state would be having an evening reception. ""It's really pathetic,"" Ms. Jaffe said at her return swoop past in the evening. She then learned that no one at the school had bothered to tell the girl that the President was in the city -- a good day's lesson in being blase in New York. **********Though out of sight, President Clinton was working hard, delivering 700 handshakes at the museum reception in a steady poolside lineup at the Temple of Dendur. ""I'm here out of respect for Egyptian culture,"" he told the gathering, ""not because I'm running for Pharaoh."" **********A few New Yorkers worked to mark the day as special, notably Rabbi Avi Weiss, head of the Coalition for Jewish Concerns, who sought to protest dramatically about a human-rights award being given to Argentine leaders. Rabbi Weiss was arrested as he clung to a brass banister near the award luncheon in the grand foyer of the Hotel Pierre at Fifth Avenue and 60th Street. ""That's part of New York -- equal-opportunity speech,"" said Millie Leet, a passing guest. **********Ken Gregory, describing himself as an 11-year-old political junkie, was among a handful of spectators who saw the President's motorcade rush up First Avenue and head the wrong way west on East 50th Street, thereby taking a virtual witness-free route between the United Nations and the Waldorf. ""It makes me feel I know somebody who's really a celebrity,"" the boy said after the President went by. **********His was a gentle voice. **********On all sides of the motorcade route, traffic came to a standstill for the passage and a great wail of blaring horns sounded from drivers who never saw Mr. Clinton pass. **********""Sometimes as a New Yorker you don't really need an excuse to be upset,"" said Detective Lynn O'Garrow of the police intelligence unit, standing watch amid the din near the Waldorf. ""But when you've got one and you can give it a name, well then, they have that opportunity to give their problems a name. They can say, 'Ah, that President.' "" **********Atop the United Nations, sharpshooters with binoculars watched the city, grateful for the light crowds. They were watched, in turn, by Ken Bukowski, a tourist from Green Bay, Wis., who could only train his own binoculars on the United Nations from across the street once he discovered there would be no tourists admitted this week. **********""I don't know, maybe we'll try the Empire State Building,"" said Mr. Bukowski, who seemed caught somewhere between blaming the city and world for his problem. **********A half-block down, Gregory McClendon, a homeless man, waited politely on the sidewalk, clinging to a pile of scrap cardboard and staring steadily at the United Nations. ""I know what's going on,"" he said, insisting that he needed to see the President and hoped he would stop his motorcade to lend an ear to this New Yorker's problem. **********""He's my tie to politics, you know,"" Mr. McClendon said."
https://www.nytimes.com/1994/12/02/business/the-media-business-advertising-addenda-foote-cone-gets-a-tourism-account.html,Stuart Elliott,1994-12-02,,100,,The New York Times,Business Day,News,article,"Foote, Cone Gets A Tourism Account","THE MEDIA BUSINESS: ADVERTISING -- ADDENDA; Foote, Cone Gets A Tourism Account"," **********The Illinois Department of Commerce and Community Affairs said yesterday that it had awarded Foote, Cone & Belding in Chicago a three-year contract for its tourism bureau advertising, with billings estimated at $12 million. For the last three years the contract, which expires Jan. 31, had been with Ogilvy & Mather Chicago. **********Foote, Cone was awarded the account after a three-month review that began with 13 agencies, excluding Ogilvy Chicago. There were two finalists, Foote, Cone and Cramer/ Krasselt in Chicago. A campaign will be introduced at a tourism conference in Chicago in January."
https://www.nytimes.com/1994/09/20/business/contract-for-e-systems.html,Bloomberg News,1994-09-20,,28,,The New York Times,Business Day,News,article,Contract for E-Systems,Contract for E-Systems," **********E-Systems Inc. of Dallas has won a Navy contract worth as much as $203 million to upgrade P-3 airplanes, the Defense Department said today."
https://www.nytimes.com/1994/06/01/business/dow-edges-up-1.23-in-listless-trading-day.html,Anthony Ramirez,1994-06-01,,628,,The New York Times,Business Day,News,article,Dow Edges Up 1.23 in Listless Trading Day,Dow Edges Up 1.23 in Listless Trading Day," **********Following the long Memorial Day weekend and capping a cautious month, yesterday was another listless day on Wall Street, with below-average trading volume and the major indexes closing mixed but barely changed. **********The Dow Jones industrial average rose 1.23 points, to 3,758.37, while the broader Standard & Poor's 500 fell 0.82 point, to 456.51. The smaller-company Nasdaq composite index was up 2.05 points, to 735.19. **********An equally listless bond market, which ignored some favorable economic reports but not a higher commodities price index, helped depress trading. **********Moreover, a prediction by a prominent Fed watcher did not help. Wayne D. Angell, formerly a Federal Reserve Board governor and now chief economist at Bear, Stearns, said the central bank may raise interest rates at its July 5 policy-setting meeting. **********Many Wall Street traders had hoped for a moratorium on rate rises throughout the summer to help prompt a stock rally. Mr. Angell cited what he expected to be especially strong second-quarter economic growth. A fifth rise in interest rates this year would slow the economy and, possibly, the stock market. **********Whatever the case, many traders stayed on the sidelines yesterday. Volume on the New York Stock Exchange totaled only 215.8 million shares, or nearly 30 percent below this year's average of 300 million shares. **********But much of May was similarly timorous. Only three sessions out of 21 exceeded 300 million shares in volume and all three followed the Fed's most recent increase in interest rates. There have been six straight sessions of below-average trading volume.  Several Bullish Indicators **********This tentativeness has kept the market from rallying, despite several bullish indicators. The ARMS index, for example, measures investor sentiment by the actual number of shares that are being bid up and down. The ARMS index has been bullish, below 1.0, nine times out of 13 sessions since May 12. **********Still, some stocks were trading heavily yesterday, with a few showing moderate swings in price. Blockbuster Entertainment, operator of the nation's largest chain of video stores, said its joint venture with I.B.M. would test-market a way of manufacturing video games from a huge in-store data base. **********Blockbuster stores, if the market test is successful, could thus have a virtually unlimited inventory of video games. Blockbuster shares rose 1 1/4, to 28 1/8. At 3.2 million shares, it was the second-most-active stock yesterday. **********Microsoft, the computer software company, was the most active stock, at 4.8 million shares. It rose 1 3/8, to 53 3/4. **********Long-term interest rates rose for the fifth session in a row. The yield on the benchmark 30-year treasury bond increased to 7.43 percent from 7.39 percent in the previous session. **********Bond yields rose in part because of a higher Commodity Research Bureau index, which tracks futures contracts for 21 commodities. But the index rose yesterday, as it has in the recent past, over concerns that dry weather may hurt supply in agricultural commodities. Leading the index were contracts for soybean meal, corn, and soybeans. Such commodities as lumber and oil rose modestly, and live cattle and pork bellies actually fell. **********And bond yields rose despite favorable economic reports from the Government and the private sector. The Conference Board reported that consumer confidence dropped in May, the first drop after three monthly gains. The Commerce Department reported that personal income rose in April by four-tenths of 1 percent, but spending fell one-tenth of 1 percent. Both reports indicated a lack of inflationary pressures. **********The New York Stock Exchange composite index fell 0.55 point, to 252.24, with advancing stocks lagging declining stocks by 971 to 1,203. The American Stock Exchange market value index fell 0.49 point, to 440.45."
https://www.nytimes.com/1994/10/27/world/the-jordan-israel-accord-the-arab-world-victory-is-seen-only-for-us-and-israel.html,,1994-10-27,,911,,The New York Times,World,An Analysis; News Analysis,article,Victory Is Seen Only for U.S. and Israel,THE JORDAN-ISRAEL ACCORD: THE ARAB WORLD; Victory Is Seen Only for U.S. and Israel," **********Many Arabs are greeting the peace treaty between Jordan and Israel without much joy. It may be a turning point in the 46-year-old Arab-Israeli conflict, but Arabs tend to regard the treaty as an admission of an Arab defeat in a long struggle rather than an honorable end that deserves rejoicing. **********Unlike the anticipation that surrounded the Madrid peace talks of 1991, when hopes were high that a new era might be about to begin in the Middle East, the feeling this time is that an uneven peace treaty is taking shape in which Israel, and its strategic ally the United States, are reaping the fruits of a victory while Arabs are simply hitching themselves to an inevitable but not particularly rewarding venture. **********Throughout the region, including Israel, the sentiment is that this is an agreement between heads of states, not peoples; that it is more of an American party than a Middle East feast, and that these dramatic advances are in need of much nursing before they can usher in a new era. **********In Israel, where Prime Minister Yitzhak Rabin and senior figures in his Labor-led Government appear charmed by King Hussein and pleased with their success in prying open the doors of one Arab capital after another, the country seems to lack enthusiasm, still dwelling on the terrorist attacks that took nearly 30 lives in the last three weeks. **********Among Palestinians here, the reaction today to the peace accord, which provoked a widely observed general strike in Gaza and the West Bank, was uniformly hostile. **********Frustrated by the virtual freezing of their talks with Israel and the Israeli closure of the West Bank and Gaza Strip, many Palestinians feel that the peace treaty they signed last year in Washington was used to reach out to other Arabs at their expense. **********The feeling of being discarded by both the United States and Israel is growing acute as Palestinians watch both nations court Arab governments from Morocco to Bahrain to Syria to join the ""normalization process"" being denied them. **********""We want to know where we fit in future agreements,"" said Faisal Husseini, a senior P.L.O. official in Jerusalem, echoing a feeling that was shared by many Palestinians interviewed today in the West Bank and Gaza. **********Particularly irritating is the increasing flirtation between Israel and Jordan over the status of East Jerusalem. East Jerusalem, which has a large Arab population, is in the minds of many Palestinians the future capital of what they hope will be an independent Palestinian state. **********But over the last few months, there have been repeated assertions by Israel, reflected in the peace accords signed with Jordan today, that the Islamic religious sites in Jerusalem should remain under the jurisdiction of King Hussein. **********This has fanned the worst fears of the Palestine Liberation Organization, namely that Israel would rather have Jordan take over the West Bank instead of the P.L.O. as stipulated in the Oslo agreements. **********In Jordan itself, it appears that the King is moving ahead of his people in making peace with Israel. **********With nearly half Jordan's population of 4 million composed of Palestinians, there has been a lackluster reception to the rapid developments of the last four months, which included the first public meeting between the King and Israeli leaders and developed into a full-fledged peace accord signed today under the sponsorship of President Clinton. **********The King remains enormously popular, but last week in conversations in Amman many Jordanians were wondering what has gotten into him and why he rushed to establish normal relations with Israel. Among the questions was: Why was the King lending himself to a fight with the P.L.O. over Jerusalem after having renounced in 1988 all claims to the West Bank of the Jordan? **********Some Jordanians have also been taken aback by the way he implicitly criticized Syria in defending the treaty, saying pointedly that ""no one should give us lessons."" **********The Syrian Government of President Hafez al-Assad has openly castigated Jordan for its ""rush"" to sign a deal with Israel and described its willingness to lease a small plot of land to Israel for 50 years in the peace accord as ""a shameful precedent that verges on blasphemy."" **********Stressing the difference between its style of driving a hard bargain with Israel and what Syrian news reports described as the King Hussein's ""fawning"" attitude toward Israel, Damascus today allowed an unidentified spokesman for Hamas, which took responsibility for the bus bombing in Israel last week, to warn Israel against carrying out its vow to pursue the group's leaders. **********""If Rabin attacks Hamas, we will hit back harder,"" the Hamas spokesman said. **********In the Persian Gulf, there has been silence or demure congratulations for the peace treaty, but most gulf Arabs have not been on speaking terms with King Hussein since the gulf war, when he sided with Iraq. **********""It's tough going,"" said Judith Kipper, a Middle East affairs expert at the the Council on Foreign Relations in New York who is observing the talks here. ""They are settling a hundred years of historical grievances and fear. I also think there is, in the region, a fear this peace is ushering in a new kind of domination centered around the Israeli-American alliance that is so overwhelming for many Arabs."""
https://www.nytimes.com/1994/12/13/business/credit-markets-bonds-drop-in-advance-of-inflation-data.html,Robert Hurtado,1994-12-13,,693,,The New York Times,Business Day,News,article,Bonds Drop In Advance of Inflation Data,CREDIT MARKETS; Bonds Drop In Advance of Inflation Data," **********Prices of Treasury securities fell lower yesterday as investors and traders grew concerned that economic reports this week will suggest that interest rates have not risen high enough to keep inflation from accelerating. **********Traders also attributed early weakness in the market to selling prompted by President Clinton's comments on Sunday that he might back a middle-class tax cut. The bond market fears a tax cut would undermine prices by stimulating the economy and swelling the budget deficit. **********The price of the 30-year Treasury bond fell 22/32 , to 957/32 . Its yield, which moves in the opposite direction from its price, rose to 7.92 percent, from 7.86 percent on Friday. **********In the municipal market, where there was lingering concern about the bankruptcy filing by Orange County, Calif., yields pretty much tracked the rising rates of the benchmark Government securities. **********Municipal bond prices were down an average of a quarter-point to a half-point in trading that reflected a lack of confidence in the market and apprehension of the next move by the Federal Reserve. The average yield to maturity in the Bond Buyer index of 40 actively traded municipal issues rose to 7.06 percent, from 7.04 percent on Friday. **********Some traders expect the Fed to raise short-term interest rates when its policy-making committee meets next Tuesday. They say the market has already priced in an increase of 50 basis points. A basis point is one-hundredth of 1 percent. **********But many Fed watchers see only a modest chance of a rate increase before January. That view was strengthened by comments from the Fed's top two officials last week that suggested the Fed would not be prepared to raise rates before January. The Fed chairman, Alan Greenspan, and the vice chairman, Alan S. Blinder indicated that they wanted to see economic data that would not be available until January. **********The market took a beating in the morning, as buyers held back ahead of today's producer price numbers and tomorrow's consumer price data. Retail sales are also due today. The week includes reports on industrial production and capacity utilization, business inventories, housing starts and the Philadelphia Fed's survey of business activity. **********Analysts expect producer prices to show gains of four-tenths of 1 percent for November in both the overall index and the so-called core rate, which excludes volatile food and energy prices. **********Economists note that the Producer Price Index has been restrained in the face of this year's higher prices for crude and intermediate goods, and the market will be sensitive to evidence that these are being passed through to the finished-goods level. Analysts expect a seasonal decline in the tobacco component of the index to offset a similar rise in prices for passenger cars. **********Traders said that the long end of the market did not fare so well amid talk of middle-class tax cuts, fearing that any spending cuts to pay for them will not be enough, thus leading to a bigger Federal budget deficit and higher interest rates. **********Yesterday, the Treasury sold $27.2 billion in new three- and six-month bills at rates that were lower than than those auctioned last week. The average rate for a three-month issue was 5.76 percent, down 7 basis points from the previous auction, while the six-month issue was down 1 basis point, to 6.32 percent. **********The following are the results of the Treasury's auction: (000 omitted in dollar figures)              3-Mo. Bills   6-Mo. Bills       Average Price   98.544   96.805       Discounted Rate   5.76%   6.32%       Coupon Yield   5.93%   6.62%       High Price   98.547   96.810       Discounted Rate   5.75%   6.31%       Coupon Yield   5.91%   6.61%       Low Price   98.544   96.805       Discounted Rate   5.76%   6.32%       Coupon Yield   5.93%   6.62%       Accepted at low price   92%   86%       Total applied for   $48,063,334   $51,101,003       Accepted   $13,654,730   $13,653,563       Noncompetitive   $1,572,374   $1,372,753       Both issues are dated Dec. 15, 1994. The three-month bills mature on March 16, 1995, and the six-month bills mature on June 15, 1995."
https://www.nytimes.com/1994/04/20/business/tobacco-industry-tries-a-new-pitch-openness.html,Michael Janofsky,1994-04-20,,1304,,The New York Times,Business Day,News,article,Tobacco Industry Tries A New Pitch: Openness,Tobacco Industry Tries A New Pitch: Openness," **********As Federal, state and local governments intensify their opposition to smoking, the tobacco industry has stepped up its public response in a strategy to show that cigarette companies are not the monsters that lawmakers portray them to be. **********With newspaper advertisements to rebut claims that cigarettes are laced with extra nicotine, an unusual collaboration to disclose ingredients and easier access to officials for reporters, industry executives say they have adopted a more open and aggressive approach to gaining public trust. **********But some critics of the smoking industry say that is not necessarily the case. They contend that tobacco executives have been forced to embrace a more vigorous position by the growing weight of legislative and Administration efforts that have pushed down the stock prices of the two largest cigarette makers, Philip Morris and R. J. Reynolds, since late February.  [ Philip Morris reported an increase of 59 percent in its first-quarter earnings yesterday. D5. ] Responding to Criticism **********""The tobacco industry only does what it has to do,"" said Matthew Myers, a lawyer in Washington who represents a coalition of health groups. ""They have been forced to take a number of steps that they would not have taken two months ago. The only reason they identified the secret ingredients is that they realized the cost of not disclosing them was more significant than the benefits of secrecy."" **********The tobacco industry's response began shortly after Feb. 25, when David A. Kessler, the Commissioner of the Food and Drug Administration, said the agency had evidence that cigarette makers could manipulate the levels of nicotine as a way to keep smokers addicted. **********Around the same time, senior executives of Philip Morris began meeting each morning in a conference room at its headquarters in New York to review current events. **********""It began informally, with a few of us sitting around when a lot of things were going on,"" said Steven C. Parrish, a senior vice president and general counsel for Philip Morris U.S.A. ""Basically, we were just discussing what's going on. We wanted to keep up to date."" **********The daily meeting grew in size and scope, he said, ""almost to becoming a crisis management session."" **********Over the next six weeks, at least three initiatives developed involving Philip Morris: ***********On March 24, the company sued the ABC television network for several news programs in which the industry was accused of ""spiking"" cigarettes with nicotine. The suit asked for $10 billion in damages. ***********On April 13, Philip Morris ran an advertisement in several major newspapers, including The New York Times, with a headline that read, ""We Want You to Know"" over a defense of the industry against assertions that ingredients used in making cigarettes were unsafe. The advertisement also announced that a list of ingredients was being made public. ***********Later that day, the industry's lawyers in Washington released a list of 599 substances, all of which were already known to the Government. By law each company is required to submit its own list of ingredients. The combined list did not include amounts or any indication of how the substances are altered during smoking, and did not specify which tobacco companies used which ingredients. **********From the morning meetings there also emerged a sense, Mr. Parrish said, that the company had to broaden its actions beyond the need to satisfy the industry adversaries in Congress, Federal regulators and health-group leaders. The company determined that the public had to be convinced that cigarette makers were not evil scientists poisoning smokers with illegal substances. **********Part of that strategy meant making company executives available for extensive public comment. One such effort led to a recent article in The New York Times Magazine in which seven Philip Morris executives, including Mr. Parrish, addressed the general question ""How do tobacco executives live with themselves?"" In the article, the executives talked about working for companies that make a controversial product. A Cooperative Spirit **********""A year ago, we would not have considered doing that,"" Mr. Parrish said, referring to the cooperation on the project. ""Two years ago, the feeling at the company was, 'The less said about Philip Morris, the better.' We knew we would never get a fair shake so why should Philip Morris be accessible? Whatever was said was going to be negative. But then we realized that if we didn't speak out, how can we be critical if a story does not give our side?"" **********Maura Payne Ellis, a spokeswoman for R. J. Reynolds, said her company held no comparable morning meetings, but added that the same issues had been under constant review by Reynolds executives. She did not elaborate. **********""Is this the most aggressive we have been in years?"" asked Brennan Dawson, spokeswoman for the Tobacco Institute, the industry's trade organization in Washington. ""I would say yes. We are driven by what we're facing. You are more aggressive when you want to be heard. You have to be out there, in the media, on Capitol Hill. The issues have changed in the past several months, and with new issues arising, the ground is shifting."" **********The ground had shifted enough for the country's major cigarette makers -- staunch rivals in a shrinking domestic market -- to join forces in disclosing the list of ingredients, information each company once swore was a trade secret. **********The final decision to act was apparently prompted by a report on National Public Radio on April 8 that identified 13 ""unsafe"" ingredients in cigarettes. The tobacco companies branded the report erroneous, but felt they needed to do more. **********""We knew what was coming,"" said one company executive who did not wish to be identified. ""It wasn't an issue of safety, so we decided, why should we get plastered with this?"" **********He said that conversations within his company and talks between companies led to a decision to have industry lawyers collect lists from each company and put the combined ingredients in alphabetical order to protect the individual sources. **********While Mr. Parrish and other industry executives cite the list as an example of the industry's eagerness to be open and forthright, critics contend that the disclosure was a pre-emptive strike against the release of lists from individual companies by lawmakers the next day at a House subcommittee hearing. **********Last Thursday, top executives from Philip Morris, R. J. Reynolds and five other tobacco companies faced questions for more than six hours at a hearing called ""historic"" by the subcommittee chairman, Representative Henry A. Waxman, Democrat of California. **********But if the hearing broke any major ground, it was more for the appearance of so many tobacco company executives and their research directors. The sharp exchanges broke little ground in the larger debate over cigarettes as a health concern and left at least one Congressman who favors tighter regulations on the industry, Mike Synar, Democrat of Oklahoma, dubious of any new openness on the part of industry officials. **********""Openness is only as good as honesty,"" he said. **********For any benefits the industry's public relations strategies might provide -- including a future rise in stock prices -- the fate of tobacco companies may be far more dependent upon the industry's lobbying efforts in Congress. **********Ethan Siegal, the domestic and fiscal policy analyst for Prudential Securities in Washington, said those efforts would play a major role in shaping, among other things, new regulations on cigarettes and the size of a proposed excise tax increase on cigarettes to finance health care reform. **********Citing the 56 House members from six tobacco-growing states, Mr. Siegal said their support could become far more beneficial to the industry than public relations efforts, especially if the White House needed their votes to pass a health care bill."
https://www.nytimes.com/1994/12/22/business/gm-raising-many-prices-as-costs-of-materials-rise.html,James Bennet,1994-12-22,,645,,The New York Times,Business Day,News,article,G.M. Raising Many Prices As Costs of Materials Rise,G.M. Raising Many Prices As Costs of Materials Rise," **********With steel and plastic costs rising and demand for vehicles still strong, the General Motors Corporation said today that it would raise the prices of almost half its cars and nearly all its light trucks on Jan. 3. **********Although the increases varied by vehicle, they averaged seven-tenths of a percent, or $151, on base models, G.M. said. When it announced 1995 prices in June, G.M. said they would be 2.5 percent, or $494, higher than prices of 1994 models. **********G.M. was the first of the Big Three auto makers to increase prices broadly during the 1995 model year, which began on Oct. 1, although the Chrysler Corporation has raised prices of some light trucks. **********G.M.'s hottest-selling models will have the steepest price increases. For example, G.M. raised prices 5.4 percent, or $1,695, on its Oldsmobile Aurora sedan. The Aurora's destination charge also increased by $10, or 1.6 percent, giving the car a new base price of $33,700. Similarly, the base price for the GMC Suburban truck will increase 1.4 percent, or $300, to $22,607, including the destination charge. **********Auto industry analysts said the increases were not enough to erase G.M.'s price advantage over Japanese competitors, which some analysts put as high as $2,500 on comparable models. But they warned that the Japanese auto makers were cutting costs to become competitive despite the weak dollar, which makes exports to the United States more expensive. **********""I get very nervous when I see stuff like this, because I just see that again they're going to run the risk of putting themselves in an uncompetitive price position,"" said Joseph S. Phillippi, a financial analyst who follows the auto industry for Lehman Brothers. ""You cannot ignore the fact the Japanese as a group are ripping billions of dollars out of their cost structure."" **********John F. Maciarz, a G.M. spokesman, said that the increases in prices brought ""them in line with those of our competitors."" **********With its own suppliers raising prices for raw materials, G.M. may have felt it had to pass those costs along. ""They're paying more for steel, more for plastics,"" said David Healy, the auto industry analyst for S. G. Warburg. **********Some G.M. dealers disapproved of the increases. ""Any time a car goes up by 1 or 2 percent, it's 1 or 2 percent harder to sell, if you know what I mean,"" said Ray Skillman of Ray Skillman Oldsmobile-GMC Truck in Indianapolis. Given G.M.'s price advantage over Japanese auto makers, he said, ""I would take advantage of that and try to take more market share, rather than more gross profit."" **********Some of the price increases like the one on the Aurora, would not deter buyers, Mr. Skillman said.  Less understandable, he said, was an increase of 1.5 percent, or $205, in the base price of the Oldsmobile Achieva small sedan, to $14,200. ""There is no more value in it than there was two years ago,"" he said of the Achieva. **********At two G.M. divisions, Cadillac and Saturn, prices did not change. **********At one division, Buick, prices actually fell on some models, reflecting a change in pricing strategy. For the cars it sells everywhere but California, Buick abandoned an approach of offering some vehicles with a set package of options at a reduced price. Buick said it was applying the savings from those ""select series"" vehicles to its traditionally priced models. **********Using both pricing approaches in the same showrooms confused customers and salespeople, said Lawrence R. Gustin, a Buick spokesman. **********Facing the same predicament, the Oldsmobile division decided earlier this year to drop traditional pricing entirely, and it was not clear why Buick went the other way. ""It's just a different philosophy on what works for us,"" Mr. Gustin said."
https://www.nytimes.com/1994/06/17/business/an-executive-quits-lehman.html,Bloomberg News,1994-06-17,,181,,The New York Times,Business Day,News,article,An Executive Quits Lehman,An Executive Quits Lehman," **********Lehman Brothers Holding Inc. said yesterday that Steven Spiegel, head of brokerage and asset management divisions, had resigned. **********A spokesman for the firm declined to say why Mr. Spiegel, 49, had left after 17 years. A letter to employees from Richard Fuld, chairman and chief executive, and T. Christopher Pettit, president and chief operating officer, said Mr. Spiegel would stay ""during a period of transition."" **********A person familiar with the firm said disagreements between Mr. Spiegel and senior Lehman officials about sales strategies contributed to his decision to resign. **********Mr. Spiegel, who was a managing director at Lehman, could not be reached for comment yesterday. **********A Lehman spokesman said the firm expected to hire a replacement by the end of the month. **********In their letter, Mr. Fuld and Mr. Pettit said the firm remained committed to its asset management and financial services divisions. **********Lehman was spun off from the American Express Company on May 31. Since then, its shares have fallen, from $18 to $16.125 yesterday on the New York Stock Exchange."
https://www.nytimes.com/1994/12/21/business/company-news-3do-shares-fall-as-company-cuts-research-efforts.html,Bloomberg News,1994-12-21,,100,,The New York Times,Business Day,News,article,3DO SHARES FALL AS COMPANY CUTS RESEARCH EFFORTS,COMPANY NEWS; 3DO SHARES FALL AS COMPANY CUTS RESEARCH EFFORTS," **********Shares of the 3DO Company fell 10.9 percent yesterday after it said it was cutting back some research efforts so it could focus more on its CD-ROM video game system. The stock closed down $1.25 a share, at $10.25, in Nasdaq trading. A dismissed worker was quoted in The San Francisco Chronicle as saying that about 50 of the company's 300 employees had been released. A company spokeswoman, Cindy McCaffery, said the figure was too high. As part of a reorganization, 3DO cut back efforts to develop a car navigation system based on its technology, she said."
