_key,writer_name,pub_date,snippet,word_count,score,source,section_name,type_of_material,document_type,main_headline,print_headline,body_text
https://www.nytimes.com/1999/02/27/business/international-briefs-earnings-off-at-hoechst-as-chemical-prices-fall.html,Bloomberg News,1999-02-27,Hoechst AG says fourth-quarter profit fell 25 percent; net income rose to 400 million euros ($441 million) from 79 million euros a year earlier (S)û,97,,The New York Times,Business Day,News,article,Earnings Off at Hoechst As Chemical Prices Fall,INTERNATIONAL BRIEFS; Earnings Off at Hoechst As Chemical Prices Fall," **********Hoechst A.G. of Germany, the fourth-largest drug manufacturer in Europe, said yesterday that its fourth-quarter profit fell 25 percent as lower chemical prices and the disposal of some units held down sales. Earnings per share in the quarter declined to 0.31 euro under German accounting principles, from 0.41 euro in the quarter a year earlier. **********The figures exclude one-time gains from asset sales, which lifted net income to 400 million euros ($441 million) from 79 million euros. Hoechst, which has a varied product line that includes the allergy medicine Allegra, plans to merge with Rhone-Poulenc S.A. of France."
https://www.nytimes.com/1999/10/08/business/the-media-business-advertising-addenda-survey-shows-drop-in-costs-for-tv-ads.html,Stuart Elliott,1999-10-08,"American Association of Advertising Agencies' annual survey shows average cost of producing 30-second national television commercial declined 4 percent in 1998, to $295,000, from $308,000 in 1997 (S)",111,,The New York Times,Business Day,News,article,Survey Shows Drop In Costs for TV Ads,THE MEDIA BUSINESS: ADVERTISING -- ADDENDA; Survey Shows Drop In Costs for TV Ads," **********An annual survey released yesterday by the American Association of Advertising Agencies in New York reported that the average cost of producing a 30-second national television commercial declined 4 percent in 1998, to $295,000, from $308,000 in 1997. **********The decrease represented a reversal from surveys in previous years; for instance, the cost to produce a 30-second spot increased 11 percent from 1996 to 1997. The survey attributed the decline to a decrease in the time it took to shoot commercials as well as a drop in fees charged by directors. The survey by the association, also known as the Four A's, covered 1,834 national spots of all lengths produced by 21 agencies."
https://www.nytimes.com/1999/09/07/world/mubarak-attacker-killed.html,,1999-09-07,,24,,The New York Times,World,Summary,article,Mubarak Attacker Killed,Mubarak Attacker Killed," **********A man was shot dead by security guards after he grazed the hand of Egypt's President, Hosni Mubarak, with a sharp object. Page A10."
https://www.nytimes.com/1999/02/22/business/curtis-l-carlson-84-founder-of-trading-stamp-conglomerate.html,Robert Mcg,1999-02-22,"Curtis L Carlson, founder of Carlson Companies, dies at age 84; photo (M)",977,,The New York Times,Business Day,Obituary; Biography,article,"Curtis L. Carlson, 84, Founder Of Trading Stamp Conglomerate","Curtis L. Carlson, 84, Founder Of Trading Stamp Conglomerate"," **********Curtis L. Carlson, who borrowed $55 from his landlord in 1938 and didn't look back until he had turned a fledgling grocery store trading stamp company into one of the world's largest private businesses,  died on Friday at a hospital near his home in Minneapolis. He was 84 and had been the sole owner of the Carlson Companies, an international conglomerate with 150,000 employees and $20 billion in annual revenue. **********For a corporation whose more than 100 separate companies include the Radisson and Regent International hotel chains, T.G.I. Friday's and half a dozen other restaurant chains, several travel agencies, a cruise line, the nation's largest marketing services company, vast real estate holdings and a host of other operations in 140 countries, the Carlson Companies had distinctly humble beginnings. So did Mr. Carlson. **********Mr. Carlson, the son of a Swedish immigrant who became a neighborhood grocer, had a childhood worthy of a Norman Rockwell painting with highlights by John D. Rockefeller. **********He was a golf caddy at 9, had his first newspaper route at 11 and  quickly added two others. He also operated a newsstand at a busy intersection, worked his way through college driving a soft-drink truck and engaged in a little light loansharking. **********In an exercise worthy of selling refrigerators to Eskimos, Mr. Carlson as an 18-year-old summertime bank messenger would lend cash-strapped tellers $5 on a Friday and collect $6 on payday the following Monday, transactions whose three-day interest works out to an annual percentage rate exceeding 2,400 percent. **********Somewhat redundantly studying economics at the University of Minnesota, Mr. Carlson graduated in 1937 and went to work as a $110-a-month soap salesman for Procter & Gamble. But he did not stay there for long. **********At a time when some local department stores were seeking to assure repeat business by giving customers Security Red trading stamps, exchangeable for premiums, Mr. Carlson realized that such stamps would be ideal for grocery stores, whose identical products left them little room to distinguish themselves from the pack. **********Acting on his vision, Mr. Carlson created the Gold Bond Stamp Company in 1938, with a $55 loan -- and a bit of skulduggery: He paid a department store secretary $10 for a copy of the Security Red Stamp master contract, which became his blueprint. **********The idea was that a grocer would pay Mr. Carlson $14.50 for stamps that could be exchanged for products that cost $10 wholesale but had a much higher retail value. That made the stamps attractive to the grocer and to the store's customers, but not at first glance to Mr. Carlson, whose $4.50 spread would barely cover costs and overhead. **********The magic of the business was that while the grocer would pay for the stamps as they were issued, it might be months before customers accumulated enough stamps to redeem them (a four-slice toaster proved to be the most popular premium) and some would not be redeemed at all, leaving Mr. Carlson with the float -- the use of the money -- for other investments. **********The trick was to sell the program to enough stores to create a sizable float. But as a salesman, Mr. Carlson -- who married his college sweetheart, Arlene Martin about the time he started the business -- was shameless. To draw attention to his program he had his wife dress up in an eye-catching drum majorette uniform and march through prospective stores extolling the glories of Gold Bond stamps. **********By 1941, he had signed up 200 accounts, but shortages created by World War II made sales incentives superfluous, and for a while he had to take a job with his father-in-law's clothing business. **********Once the war was over in 1945, expansion came steadily. Indeed,  Gold Bond did well enough to finance a series of important acquisitions. By 1962, the company had major investments in suburban Minneapolis real estate, including the site of what became its $300 million headquarters in Minnetonka, and acquired the downtown Radisson Hotel, which rapidly expanded into a 350-hotel chain. **********As a result of the diversification, when the stamp business began to decline in 1968, the company continued to thrive. It changed its name to the Carlson Companies in 1973. **********According to company figures, annual revenue, which did not reach $1 million until 1952, had climbed to $100 million by 1968, reached $1 billion in 1976 and topped $10 billion in 1993, with most of the growth resulting from a blistering pace of diversification. **********Although he acquired an 85-foot yacht, a luxurious hunting lodge, a family compound at Lake Minnetonka and other trappings of wealth, Mr. Carlson found nothing quite so much fun as business. **********Accordingly, he became known as such a hands-on boss that his executives made few major decisions, though they rarely complained. He paid them so well (the top 25 getting new luxury cars every year) that they were said to be bound to the company by golden handcuffs. **********Never tempted to sell stock to the public, Mr. Carlson took pains a decade ago to keep his company private -- and in family hands -- after his death by placing all his businesses in a holding company, which his two daughters, Marilyn Nelson and Barbara Gage, will now jointly own. He also set up trusts to hold nonvoting stock for his 8 grandchildren, 6 great grandchildren and other relatives. **********Mr. Carlson, who is also survived by his wife, Arlene, and by a brother, Warren, was so devoted to his business that after a brief retirement and quadruple bypass heart surgery, he resumed control in 1991 and continued to run the business until retiring again last year in favor of his elder daughter, Marilyn. **********A man who gave millions to the University of Minnesota and other charities, Mr. Carlson insisted the lure of money was not what drove him. ''You keep score with the money you make,'' he once said, ''but you've got to get a thrill out of doing something that works.''"
https://www.nytimes.com/1999/04/09/business/europeans-facing-sluggish-economy-cut-interest-to-2.5.html,,1999-04-09,,171,,The New York Times,Business Day,Summary,article,"Europeans, Facing Sluggish Economy, Cut Interest to 2.5%","Europeans, Facing Sluggish Economy, Cut Interest to 2.5%"," **********Confronted with an economic slowdown over much of Europe, the European Central Bank surprised almost everyone yesterday by reducing interest rates to one of the lowest levels Europe has ever seen. **********The cut in the central bank's benchmark rate, to 2.5 percent from 3 percent, came hours after a smaller cut by the Bank of England. The rate reductions were not coordinated but reflected growing alarm that economies are stalling and need a boost that would come from lowered borrowing costs. **********There had been some expectations that rates would be lowered. But the European Central Bank's cut was twice as deep as had been anticipated. The announcement -- which came after European financial markets had closed but with nearly four hours of trading remaining on Wall Street -- ignited a broad rally in American stocks, and major market indexes all closed at record highs.  Even as they reduced borrowing costs, the European central bankers said such a step was not a real solution to Europe's high unemployment.  Business Day, page C1."
https://www.nytimes.com/1999/06/14/business/patents-vegetable-oil-lubricant-biodegradable-said-be-more-efficient-than.html,Sabra Chartrand,1999-06-14,James Lambert and Duane Johnson receive patent for vegetable oil lubricant that is cleaner and more efficient than petroleum-based motor oils; William Hayday and Stephen Bates receive patent for dry-cleaning solvent that is biodegradable and nonto...,754,,The New York Times,Business Day,News,article,Patents; Vegetable oil lubricant is biodegradable and said to be more efficient than petroleum-based oils.,Patents; Vegetable oil lubricant is biodegradable and said to be more efficient than petroleum-based oils.," **********EFFORTS to make cars more environmentally sound have centered on designing cleaner-running engines, and eliminating the need for gasoline in favor of electricity. But presumably any car will still have an engine made up of some moving metal parts, and that requires lubricants. Cars, like trains, lawn mowers or chain saws, rely on petroleum-based motor oils. And that brings those concerned about the environment right back to the drawing board. Even an electric car may produce toxic waste from motor oil. **********But James Lambert and Duane Johnson have developed an alternative. They have patented a vegetable oil lubricant. Their invention can be circulated in internal combustion engines, or sprayed in one-time applications like those necessary for lubricating train rails. **********The inventors, from Colorado Springs, plan for their lubricant to be ''a total replacement for current petroleum and vegetable-based additives to petroleum.'' **********Years ago, car owners who changed their own oil could just dump a pan of dirty black oil into the nearest sewer drain. Now that people understand how toxic oil waste can be to soil, water, plants, animals and people, used motor oil must be discarded carefully. **********But other petroleum-based lubricants are still regularly dumped in the open. **********Some lubricants are also used in what the inventors identify as ''total loss applications,'' in which oils are  applied only once and then thrown away. Trains use such oils, spewing huge amounts of petroleum waste onto the ground. **********''A train alone may consume five gallons of oil per 1,000 miles as the oil is sprayed on the track to lubricate the wheels,'' the inventors write in their patent. ''This amounts to a total of 300,000 gallons annually being discarded along railings within the U.S. alone.'' **********Since the oils used in cars and on train rails are petroleum based, they are not biodegradable. In addition, chemicals are usually added to improve the oil's consistency and performance. And of course, these oils are distilled from crude petroleum, a nonrenewable natural resource. **********Mr. Lambert and Mr. Johnson hope to eliminate concerns over motor oils altogether. Their patent covers a vegetable oil lubricant they say is biodegradable as well as more efficient at lubrication and heat transfer than petroleum-based oils. Their lubricant uses three elements: a base oil, an oil made up of hydroxy fatty acids and an oil made up of vegetable or animal waxes. **********The patent stipulates that the base oil come from unrefined vegetable oils like soybean, canola, rapeseed, crambe, safflower or sunflower. The inventors prefer to get their hydroxy fatty acids from castor, and their waxes from jojoba, meadowfoam or lanolin. Natural antioxidants are also present in the lubricant, and the inventors say that synthetic antioxidants may also be added. **********The patent, which belongs to the Agro Management Group of Colorado Springs, is 5,888,947. **********Cleaning Up The Dry Cleaners **********The dry-cleaning industry has also been plagued with the environmental, health and occupational hazards of the solvent usually used to clean clothes, pechloroethylene. Researchers have worked for years to find an alternative to the chemical known commonly as Perc. **********William Hayday, from Woodbury, N.Y., and Stephen Bates, from Huntington, N.Y., have won a patent for an alternative they say cleans clothes better than Perc without any of Perc's drawbacks. **********Perc became popular in dry-cleaning because it does not ruin dyes, damage or shrink fabrics, and is nonflammable and easily distilled. **********But its uses are far more extensive than clothes cleaning. Perc is also a popular industrial degreasing agent. **********''The industrial uses of Perc are approximately tenfold greater than its use as a solvent for dry cleaning,'' the inventors state in their patent. **********But Perc is also damages water supplies, soil and the ozone layer. Any substitutes must prove as effective at dry cleaning and degreasing, while also being biodegradable and nontoxic. **********To that end, the inventors have discovered that ''a particular propylene glycol ether, when mixed with certain weight percentages of water to form an azeotropic mixture'' creates a solvent that cleans clothes better than Perc. (In an azeotropic mixture the vapor composition is identical to that of the liquid, the inventors explained, so the liquid and vapor act as one substance). **********The inventors say their patented solvent also degreases metals, cleans electronic components and scours and mills woolens better than Perc. It also weighs less than water, making it easier to dispose of, since unlike Perc, it will not sink to the bottom of a water supply. **********Mr. Hayday and Mr. Bates received patent 5,888,250. **********Patents may be viewed on the Web at www.uspto.gov or may be ordered through the mail, by patent number, for $3 from the Patent and Trademark Office, Washington, D.C. 20231."
https://www.nytimes.com/1999/04/17/business/pilots-lose-a-battle-not-the-war.html,Laurence Zuckerman,1999-04-17,Analysis of Federal Judge Joe Kendall's order that pilots' union at American Airlines pay carrier nearly $46 million for defying his order to return to work in February after hundreds of pilots called in sick in dispute that forced airline to canc...,1034,,The New York Times,Business Day,An Analysis; News Analysis,article,"Pilots Lose A Battle, Not the War","Pilots Lose A Battle, Not the War"," **********A Federal judge's decision Thursday to order the pilots union at American Airlines to pay the carrier more than $45 million in damages is hardly the end of the conflict between the union and the airline. **********Several lawyers and academics said yesterday that the award was the largest such assessment against a union that they could recall. It amounts to about $5,000 for each of the 9,200 members of the Allied Pilots Association, the independent union that represents the pilots. It is also more than the union's $38 million cash reserves, raising the issue of whether the union will survive and whether individual pilots will have to write out checks to meet the union's obligation. **********The union has 15 days to appeal the judge's decision, and it said it planned to do so. Some labor lawyers said the union had a strong case for either reducing the damage award or having it overthrown. But others suggested that they might have a difficult time on appeal. **********In either case, the process will take months, if not years. Meanwhile, American, which is the country's second-largest carrier, and its pilots still have to work out their differences or the airline could face more disruption. **********''Unfortunately, this fine does not put us one step closer to what both A.P.A. and management need,'' said Richard T. Lavoy, the union's president. **********That, he added, is a negotiated settlement to the dispute, which began in December after the AMR Corporation, American's parent, bought Reno Air, a small airline in the West. **********The union said the acquisition of Reno Air violated its contract, which guarantees that A.P.A. members will fly all large jets at the company. But what they really want is for the company to acknowledge the violation and agree to a procedure for any future mergers. **********The company countered that it had not violated the contract and that it planned to integrate Reno into American over 18 months. It also said it was eager to conclude an agreement. **********The situation boiled over in early February, when frustrated pilots began to call in sick, crippling American's operations. The airline was forced to cancel more than 6,600 flights over 10 days, inconveniencing more than 600,000 passengers during the busy Presidents' Day holiday. **********At the company's request, Judge Joe Kendall of the Federal District Court in Dallas ordered the pilots back to work. But operations did not return to normal until the judge cited the union and its president and vice president for contempt. Thursday's award was based on his assessment of the damage suffered by American in the three days after he issued his restraining order. **********Since then, the union and American have engaged in several rounds of talks with a Federal mediator in an attempt to resolve the dispute. But so far the talks have not yielded much. It is hard to imagine that the company's apparent attempt to bankrupt the union is going to help the negotiations. **********Indeed, American's public comments appear designed to drive a wedge between A.P.A. members and their leaders. Chris Chiames, an AMR spokesman, said after the damage award was announced that ''It is a shame that the A.P.A. is dominated by a leadership that is only interested in confrontation.'' **********There is evidence the union is already divided. A vote last month to elect the union chief representing the pilots in Chicago pitted the incumbent, who is sympathetic to the union's current leadership, against a challenger who campaigned for closer relations with management. The incumbent won by just 10 votes. **********''It scared the daylights out of me,'' one pilot who backs the leadership and insisted on anonymity said of the vote. **********Trying to overthrow the union leadership is a risky strategy. It's three top officers still have two years left in their terms. Impeachment requires a majority vote of the pilots. **********Opposing the union's current officers does not necessarily mean that rank-and-file pilots sympathize with management. A second pilot who took part in the sickout and spoke on the condition of anonymity said he believed he had been misled by the union. ''We were led to believe that we had run out of options, that the only thing left to do was vote with our feet,'' he said. Now he is convinced that the leadership should have pursued other, legal alternatives. **********Yet at the same time management's refusal to come around has convinced the pilot that the company is planning to make more acquisitions that will threaten pilot jobs. ''All we really wanted was for the company to acknowledge that they need A.P.A. permission,'' he said, referring to the Reno Air deal. ''That American was prepared to take a major financial hit on this to me means that this is a lot more important to American than we thought.'' **********It is not clear whether the A.P.A. has strike insurance, but Steve Goldstein, a spokesman for the Insurance Information Institute, an industry trade group, said that because the union was found guilty of breaking the law an insurer would not be required to make a payout. **********But the threat to the union posed by the damage award may not be as dire as it appears. Pilots are highly paid and their union dues are only 1 percent of their salaries, a relatively small figure compared with other unions. An A.P.A. spokesman said the damage award would not affect its daily operations. **********However, some pilots are wondering whether it makes sense for their union to remain independent. When the pilots struck two years ago, President Clinton used his executive powers to order them back to work after only a few minutes. But Mr. Clinton did not intervene last summer when pilots at Northwest Airlines, who are represented by the Air Line Pilots Association, which is affiliated with the A.F.L.-C.I.O., went on strike. **********Now, American pilots are talking about joining A.L.P.A. or somehow allying with a national union that would give them more clout. ''Crandall always liked the fact that there were no A.F.L.-C.I.O. unions on the property,'' said a labor lawyer active in the airline industry who insisted on anonymity, referring to Robert L. Crandall, AMR's former chief executive. ''I don't know how management would feel about driving the pilots into the arms of A.L.P.A.'' **********Shares of AMR rose $2 yesterday, to $68.25, on the New York Stock Exchange."
https://www.nytimes.com/1999/10/29/world/un-council-shelves-proposal-on-upgrading-iraq-oil-industry.html,Barbara Crossette,1999-10-29,"Recommendation by UN Secretary General Kofi Annan that Iraq be allowed to double amount it may spend on upgrading its oil industry is shelved by Security Council, somewhat to the surprise of United States and Britain, which were prepared for spiri...",547,,The New York Times,World,News,article,U.N. Council Shelves Proposal on Upgrading Iraq Oil Industry,U.N. Council Shelves Proposal on Upgrading Iraq Oil Industry," **********A recommendation by Secretary General Kofi Annan that Iraq be allowed to double the amount it may spend on upgrading its oil industry was shelved by the Security Council today, somewhat to the surprise of the United States and Britain, which were prepared for a spirited debate with France and Russia over the request. **********France's representative, Alain Dejammet, said in an interview afterward that his Government still considered it ''quite reasonable'' to allow Iraq to spend an additional $300 million on oil spare parts in the current six-month period of the ''oil for food'' program. But he added that the French did not want to provoke more controversy while the Council was trying to devise a new arms monitoring system for Iraq. **********Other diplomats said the Russians had also agreed to put off consideration of the proposal until next month, when the Security Council will debate the next six-month phase of the program under which Iraq is to sell limited amounts of oil to pay for urgent civilian needs. Iraqis are earning record amounts because of the high price of oil. **********The Council was briefed on the program today by Benon Sevan, the overall director of civilian operations in Iraq, and Carol Bellamy, executive director of Unicef, the children's fund, who has just returned from a visit to Baghdad. **********Mr. Annan proposed to the Council this month that Iraq be allowed to spend $600 million of the money gained in controlled oil sales. He based his recommendation on advice from independent experts who say Iraq's oil industry is fraught with worker safety and environmental hazards. **********The Iraqis made the same request. **********The United States questions whether the extra money would upgrade equipment strictly related to the permitted pumping programs, or might go to other projects. **********Mr. Annan and his Iraqi experts have criticized holds that Washington and London have placed on other contracts that Iraq presented for buying goods for public utilities and other services to the population. **********Mr. Sevan said today that many of those holds occur because not enough technical information accompanies applications to the Council's Iraqi sanctions committee, or because some companies have a track record of trying to help Iraq evade restrictions in the past. **********Peter Burleigh, who has managed the Iraq issue for the United States on the Security Council this week while Richard C. Holbrooke, the chief American representative, has been in Washington fighting for Congressional action on American dues to the United Nations, told reporters after the Council meeting today that ''the world knows that Iraq has a demonstrated commitment to both sustaining and possibly rebuilding their weapons of mass destruction.'' **********''I went into some detail about the reasons why the U.S. puts a hold on various contracts,'' Mr. Burleigh said. ''There are a variety of reasons, first and foremost concern about potential dual-use items -- dual use in having both a civilian and a military potential use.'' **********''We go over every contract with that question in mind,'' he added. American diplomats have in effect made the contract review process a partial replacement for monitoring the disposition of certain flagged imports on the ground by weapons inspectors, who have not worked in Iraq since December. **********Ms. Bellamy said that on her trip to Iraq, she saw great hardships, ''but I didn't view a country about to collapse.''"
https://www.nytimes.com/1999/07/21/business/world-business-briefing-americas-loan-for-loewen.html,Timothy Pritchard,1999-07-21,"Bankruptcy court has approved request by Loewen Group Inc of Canada, one of largest funeral home operators in North America, to draw on $200 million survival loan arranged by First Union National Bank (S)",67,,The New York Times,Business Day,News,article,LOAN FOR LOEWEN,WORLD BUSINESS BRIEFING: AMERICAS; LOAN FOR LOEWEN," **********A bankruptcy court has approved a request by the Loewen Group Inc. of Canada, one of the largest funeral home operators in North America, to draw on a $200 million survival loan arranged by First Union National Bank. Now Loewen, which filed for bankruptcy protection in the United States and Canada on June 1, must get creditors to agree on its reorganization plan.   Timothy Pritchard"
https://www.nytimes.com/1999/04/29/business/company-news-becton-dickinson-to-buy-clontech-labs-for-200-million.html,Dow Jones,1999-04-29,Becton Dickinson & Co to acquire Clontech Laboratories Inc for $200 million in stock (S),91,,The New York Times,Business Day,News,article,BECTON DICKINSON TO BUY CLONTECH LABS FOR $200 MILLION,COMPANY NEWS; BECTON DICKINSON TO BUY CLONTECH LABS FOR $200 MILLION," **********Becton Dickinson & Company said yesterday that it had agreed to acquire Clontech Laboratories Inc., a closely held gene-based drug discovery and molecular biology research company, for $200 million in stock. Becton Dickinson, which is based in Franklin Lakes, N.J., is a medical supplies and diagnostic products company with 1998 revenue of $3.1 billion. Clontech, in Palo Alto, Calif., has 330 employees and posted 1998 revenue of $47.8 million. Since 1994, Clontech's sales have been growing at a compounded annual rate of 33 percent. Becton Dickinson shares fell $1.6875, to $39.125."
